年度期別,縣市別,社區大學名稱,據點名稱,據點地址
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,昱禾樂橋頭農場,橋頭火車站1號出口
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,魚菜共生農場,澄新四街28號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,右昌國中,盛昌街161號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,左營國中,曾子路281號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,凹子底廣場,捷運凹子底4號出口
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,SBG教室,重立路158號2樓
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,三民高中,金鼎路81號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,陽明國中,義華路166號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,安宜里活動中心,自立一路535號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,綠色協會,博愛一路70號8樓之2
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,萬福中華聖母堂,中華一路25號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,龍子里活動中心,中華一路2133巷47號
110年春季班 ( 含寒假班 ),高雄市,高雄市港都社區大學,武德殿,高雄市鼓山區登山街36號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,校本部,高雄市岡山區柳橋東路36號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,程香社區活動中心,高雄市岡山區華園二路15號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,路竹高中,821高雄市路竹區中華路292號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,高雄市立圖書館路竹分館,821高雄市路竹區國昌路86巷9號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,音弦坊音樂教室,高雄市路竹區國昌路128號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,阿蓮老人活動中心,高雄市阿蓮區成功街66號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,湖內區公館社區活動中心,高雄市湖內區中正路一段53巷1號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,高雄市立圖書館彌陀公園分館,高雄市彌陀區中正路281巷50號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,古亭社區活動中心,823高雄市田寮區古亭路廟後巷1號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,田寮斗姥廟,823高雄市田寮區七星路68之50號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,永安漁會,高雄市永安區新興路27之2號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,蔣老師音樂教室,高雄市梓官區和平路265號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,笑咪咪關懷協會,高雄市岡山區文化街4號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,303巷花藝教室,高雄市岡山區岡山路303巷36號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,和平國小,高雄市岡山區和平路1號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,美加美烘焙坊,高雄市岡山區大仁路105號
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,凡穀創藝工坊,高雄市岡山區公園西路三段134號2樓
110年春季班 ( 含寒假班 ),高雄市,高雄市岡山社區大學,花仙子手藝坊,高雄市岡山區岡山路323巷15號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,校本部,高雄市鳳山區光復路一段120巷8號(中山國小內)
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,大寮老人活動中心,高雄市大寮區光明路三段1257巷51號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,山仔頂教室,高雄市大寮區力行路88-1號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,心福田自然栽培園,高雄市鳥松區大同路23-5號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,?埔自然園地,高雄市鳥松區?埔路4巷10號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,微熟成音創基地,高雄市大樹區久堂路140號3樓
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,久堂里活動中心,高雄市大樹區久堂路97號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,大樹圖書二館,高雄市大樹區久堂路97之1號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,忠孝國小,高雄市鳳山區新富路630路
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,五甲國中,高雄市鳳山區龍成路111號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,大東藝術圖書館2樓,高雄市鳳山區光遠路161號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,大東藝文教室A,高雄市鳳山區光遠路161號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,大德教室,高雄市鳳山區大德街82號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,文山國小,高雄市鳳山區鳳松路25巷20號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,放木創作工坊,高雄市鳳山區鳳仁路156-1號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,海軍明德訓練班,高雄市鳳山區勝利路10號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,中正215教室,高雄市鳳山區中正路215號
110年春季班 ( 含寒假班 ),高雄市,高雄市鳳山社區大學,高雄市婦幼青少年中心,高雄市鳳山區光復路二段120號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,校本部,806高雄市前鎮區民權二路331號3樓
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,小港行動學習中心,812高雄市小港區營口路1號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,高雄市立圖書館草衙分館,806高雄市前鎮區新衙路17號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,高雄市銀髮族市民農園,806高雄市前鎮區衙信二街
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,高雄市立前鎮國民中學,806高雄市前鎮區新衙路17號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,林園國小,832高雄市林園區忠孝西路20號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,林園高中,83252高雄市林園區林園北路481號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,卡里歐麵包坊,832高雄市林園區林園北路438號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,羅老師瑜珈教室,832高雄市林園區信義路63號3樓
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,陶自繪館,832高雄市林園區信義路69巷40號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,Let's Go樂咖運動館, 832 高雄市林園區鳳林路一段220號3F
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,瑀熙拉丁藝術舞團,8.86912E+11
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學, 布?屋拼布教室,"高雄市小港區平治街46號	"
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,戀舞工作室, 812 高雄市高雄市小港區平治街42號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,高雄公園老人活動中心,812高雄市小港區中山四路29號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,悠靜空間精品咖啡館,83249高雄市林園區仁愛路265號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,市立圖書館林園分館,832高雄市林園區林園北路236號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,歐克佬精品咖啡,806高雄市前鎮區中山二路13號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,市立圖書館前鎮分館,高雄市前鎮區保泰路303號5樓
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,幸福童愛館,806高雄市前鎮區同安路120號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,花栗手作烘焙教室,806高雄市前鎮區南寧街167號
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,竹西里活動中心,806高雄市前鎮區廣東三街73號3樓
110年春季班 ( 含寒假班 ),高雄市,高雄市鎮港園社區大學,捷運獅甲站教室,806高雄市前鎮區中山三路150號B1(近1號出口)
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,後勁國小,高雄市楠梓區加昌路216號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,右昌國中,高雄市楠梓區盛昌街161號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,後勁國中,高雄市楠梓區加昌路180號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,愛動瑜珈有氧會館,高雄市大社區金龍路120號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,真正昌社區關懷據點,高雄市楠梓區軍校路880巷36弄18號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,橋頭圖書館,高雄市橋頭區隆豐路7號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,秝玨教室,高雄市仁武區仁林路35號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,翰墨秋水工作室,高雄市楠梓區清豐二路142號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓長春藤幼兒園,高雄市楠梓區德賢路380巷26號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓農場,高雄市楠梓區(楠梓新路及朝新路交叉口斜角進去到底，竣豐環保有限公司隔壁)
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓代天府,高雄市楠梓區楠梓西巷45-1號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,廣昌等四里聯合活動中心,高雄市楠梓區廣昌街175巷37號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,大社分班,815高雄市大社區大社路116號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,大社圖書館,高雄市大社區自強街11號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓坑圖書館,高雄市楠梓區楠梓路262號(大門在楠梓派出所旁旗楠路上)
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,橋八文創天地,高雄市橋頭區興糖路3號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,慕嵐手作坊,高雄市仁武區霞海路358號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,邁爾斯肌地 Miles Fitness,高雄市楠梓區旗楠路122號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓國小,高雄市楠梓區楠梓路262號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,高雄市立圖書館燕巢分館,高雄市燕巢區中民路592號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,燕巢國中,高雄市燕巢區中興路267號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,台灣羅馬字協會(仁武分會),高雄市仁武區八德西路1658號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,享愛 Share Love 烘焙手作藝文空間,高雄市楠梓區青田街58號1 樓
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,楠梓坑辦公室,高雄市楠梓區楠梓東街23號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,國昌國中,高雄市楠梓區德民路1010號
110年春季班 ( 含寒假班 ),高雄市,高雄市北高雄社區大學,土庫分班,高雄市楠梓區土庫路81號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,校本部,屏東市北興里公裕街300號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,高樹鄉高樹國小,高樹鄉華光路32號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,陳光輝老師工作室,內埔鄉科大路一段36號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,內埔鄉福泉社區活動中心,內埔鄉大同路二段福泉路120號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,內埔鄉內埔國小,內埔鄉廣濟路2號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,鹽埔鄉鹽埔國小,鹽埔鄉光復路90號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,莊竣惟老師工作室,榮發藝術工坊窯場
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,九如鄉九如國小,九如鄉九如路二段3-1號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,竹田驛園釀造物產館,竹田鄉豐明路23號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,衛服部屏東醫院安寧病房,屏東市自由路270號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,安提瓜咖啡,屏東市民貴二街56號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,保師傅廚房,屏東市公義街17號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,屏東家扶潮州服務處,屏東縣潮州鎮文化路226號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,香潭幼兒園,屏東縣長治鄉潭頭村合興路13-5號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,學正幼兒園,屏東市建豐路84巷8號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,明?健康生活學苑,屏東市中山路58號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,屏東市中正社區發展協會,屏東市莊敬街二段13號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,萬巒鄉萬巒國小,萬巒鄉萬全村褒忠路 28 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,潮州鎮信義廣播中心,潮州鎮三林路 186 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,潮州鎮潮州瑜珈教室,潮州鎮西市路 33 號二樓
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,潮州鎮光春國小,潮州鎮志成路 201 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,潮州鎮葉泉力書法教室,潮州鎮連興路 21 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,潮州鎮潮州國中,潮州鎮文化路 66 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,竹田鄉竹田國中,竹田鄉西勢村龍南路 26 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,鹽埔鄉李秀玉老師工作室,鹽埔鄉新二村彭厝路 64 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,崁頂學習點,崁頂鄉洲子村光復路 15 之 12號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學, 萬丹鄉泉之鄉生活文化館,萬丹鄉水泉村泉利街 95 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,萬丹鄉水泉村社區活動中心,萬丹鄉水泉興路與丹榮路口
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,內埔鄉東寧村活動中心,內埔鄉東寧村民善路 3 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,氣機導引屏東會館,長治鄉長興路 401-1 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,吳茂昌老師工作室,里港鄉玉田村玉田路 42-9 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,里港鄉鐵店社區活動中心,里港鄉鐵店村鐵店路 41-46 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,里港鄉永春社區活動中心,里港鄉永春村民生路 24-2 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,里港鄉過江國小,里港鄉過江村過江路 41 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,九如鄉立圖書館,九如鄉九如路 2 段 264 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏北區社區大學,九如鄉後庄代天府,九如鄉後庄村後庄路 68 號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,恆春校本部,屏東縣恆春鎮恆南路158號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,東港分校,屏東縣東港鎮中正路一段10號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,新園分班,屏東縣新園鄉興清路50號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,枋寮分班,屏東縣枋寮鄉德興路33號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,林邊分班,屏東縣林邊鄉中山路417號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,新埤分班,屏東縣新埤鄉東興路138號
110年春季班 ( 含寒假班 ),屏東縣,屏東縣屏南區社區大學,佳冬分班,屏東縣佳冬鄉進學街150號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣宜蘭社區大學,校本部,宜蘭縣宜蘭市復興路2段77號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣宜蘭社區大學,礁溪分班,宜蘭縣礁溪鄉中山路一段326號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣宜蘭社區大學,結頭份社區活動中心,員山鄉永同路二段186號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣宜蘭社區大學,頭城喚醒堂,頭城鎮纘祥路39號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,校本部,宜蘭縣羅東鎮興東南路201號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,蘇澳鎮蘇澳分班,宜蘭縣蘇澳鎮隘丁路36號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,五結鄉傳藝分班,宜蘭縣五結鄉五濱路二段201號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,冬山鄉清溝分班,宜蘭縣冬山鄉光明路55號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,二結王公廟分班,宜蘭縣五結鄉舊街二路88號
110年春季班 ( 含寒假班 ),宜蘭縣,宜蘭縣羅東社區大學,蘇澳鎮長安分班,宜蘭縣蘇澳鎮勝利路1號
110年春季班 ( 含寒假班 ),花蓮縣,花蓮縣社區大學,校本部,花蓮市林政街7號
110年春季班 ( 含寒假班 ),花蓮縣,花蓮縣社區大學,花蓮縣社區大學中南區/玉里分班,98141花蓮縣玉里鎮民生街52巷13號
110年春季班 ( 含寒假班 ),臺東縣,臺東縣臺東社區大學,校本部,臺東縣台東市中華路一段684號教學大樓1F原發中心
110年春季班 ( 含寒假班 ),澎湖縣,澎湖縣澎湖社區大學,校本部,澎湖縣馬公市東文里文學路285號
110年春季班 ( 含寒假班 ),金門縣,金門縣金門社區大學,校本部,金門縣金城鎮西海路三段81巷2號
110年秋季班 ( 含暑假班 ),臺北市,臺北市松山社區大學,臺北市中崙高級中學,臺北市松山區八德路4段101號
110年秋季班 ( 含暑假班 ),臺北市,臺北市南港社區大學,成德校本部,臺北市南港區東新街108巷23號
110年秋季班 ( 含暑假班 ),臺北市,臺北市南港社區大學,港工校區,臺北市南港區興中路29號
110年秋季班 ( 含暑假班 ),臺北市,臺北市南港社區大學,南軟教學點,臺北市南港區三重路19-10號
110年秋季班 ( 含暑假班 ),臺北市,臺北市文山社區大學,景美校本部,臺北市文山區景中街27號
110年秋季班 ( 含暑假班 ),臺北市,臺北市文山社區大學,木柵校區,臺北市文山區木柵路三段102巷12號
110年秋季班 ( 含暑假班 ),臺北市,臺北市北投社區大學,校本部,臺北市北投區中山路5-12號
110年秋季班 ( 含暑假班 ),臺北市,臺北市萬華社區大學,龍山國中校本部,臺北市萬華區南寧路46號
110年秋季班 ( 含暑假班 ),臺北市,臺北市萬華社區大學,萬華國中分校區,臺北市萬華區西藏路201號
110年秋季班 ( 含暑假班 ),臺北市,臺北市信義社區大學,校本部,臺北市信義區松仁路158巷1號
110年秋季班 ( 含暑假班 ),臺北市,臺北市內湖社區大學,校本部,臺北市內湖路一段520號
110年秋季班 ( 含暑假班 ),臺北市,臺北市內湖社區大學,白石湖社區發展協會,臺北內湖區碧山路56號
110年秋季班 ( 含暑假班 ),臺北市,臺北市大同社區大學,校本部,臺北市大同區長安西路37-1號
110年秋季班 ( 含暑假班 ),臺北市,臺北市士林社區大學,校本部,臺北市士林區承德路四段177號
110年秋季班 ( 含暑假班 ),臺北市,臺北市大安社區大學,金甌總校區,臺北市大安區杭州南路二段1號
110年秋季班 ( 含暑假班 ),臺北市,臺北市大安社區大學,開平教學點,臺北市大安區復興南路二段148巷24號
110年秋季班 ( 含暑假班 ),臺北市,臺北市大安社區大學,東方教學點,臺北市大安區信義路四段186巷8號
110年秋季班 ( 含暑假班 ),臺北市,臺北市中正社區大學,校本部,臺北市中正區濟南路一段6號 
110年秋季班 ( 含暑假班 ),臺北市,臺北市中山社區大學,校本部,臺北市中山區新生北路三段55號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,月眉校本部,基隆市月眉路250巷22號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,仁愛國小城區分部,基隆市仁愛區仁二路139號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,德和里民活動中心,基隆市復興路206號1樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,劉品麗花藝教室,基隆市中山一路121號9樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,實踐里民活動中心,基隆市百一街52-1號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,長興國小,基 龍是東新街3號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,七堵國小,基隆市明德一路184號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,黃蠟石文化館,基隆市過港路52號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,暖暖苗圃舊址,基隆市水源路42-1號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,碇祥里民活動中心,基隆市碇內街100號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,劉鳳珠黏土工作室,基隆市安樂路二段樓號之五樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,永康關懷據點,基隆市崇德路12巷2之4號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,三民里民活動中心,基隆市麥金路439巷2號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,五福里民活動中心,基隆市樂利三街34巷52號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,鶯歌里民活動中心,基隆市案樂區二段164號9樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,橘郡社區休閒館會議室,基隆市麥金路177號4樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,中崙里民活動中心,基隆市基金二路3巷3號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,明日之星市民小劇場,基隆市義一路18號12樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,李麗雲藝術工作室,基隆市中正路34號4樓407室
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,港通里民活動中心,基隆市義一路87號7樓之1
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,藝術學成工作坊,基隆市義二路49號3樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,八斗國小,基隆市北寧路396巷52號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,荷塘樂坊,基隆市信一路141巷25號6樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,姚姚舞蹈教室,基隆市義三路4巷12號5樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,義昭里民活動中心,基隆市信二路157號1樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,深美國小,基隆市深美街198號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,朝棟里民活動中心,基隆市成功一路133巷5號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,明德里民活動中心,基隆市自來街13巷5之2號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,和明里民活動中心,基隆市仁二路137巷2弄1之3號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,玄玄宮九天道場,基隆市愛三路118號12樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,樂筑古箏學院,基隆市忠二路29號樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,舞度空間,基隆市愛一路34號5樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,國民運動中心,基隆市獅球路8-1號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,旭石田社區工場,基隆市仁三路11-9號3樓
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,成功國小,基隆市獅球路6號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,信義國小,基隆市仁二路135號
110年秋季班 ( 含暑假班 ),基隆市,基隆市基隆社區大學,大武崙,基隆市安樂區基金二路3巷1號
110年秋季班 ( 含暑假班 ),新北市,新北市永和社區大學,校本部,新北市永和區永利路71號
110年秋季班 ( 含暑假班 ),新北市,新北市板橋社區大學,校本部,新北市板橋區成都街30號
110年秋季班 ( 含暑假班 ),新北市,新北市板橋社區大學,瑞芳社區大學,新北市瑞芳區中山路2號
110年秋季班 ( 含暑假班 ),新北市,新北市板橋社區大學,新北市實踐國小,220新北市板橋區實踐路93巷51號
110年秋季班 ( 含暑假班 ),新北市,新北市板橋社區大學,瑞芳龍山市民活動中心,新北市瑞芳區逢甲路274-2號
110年秋季班 ( 含暑假班 ),新北市,新北市板橋社區大學,新北市平溪國小,新北市平溪區平溪街56號
110年秋季班 ( 含暑假班 ),新北市,新北市蘆荻社區大學,校本部,新北市蘆洲區民族路7號(鷺江國小四維樓)
110年秋季班 ( 含暑假班 ),新北市,新北市蘆荻社區大學,三民高中校區,新北市蘆洲區三民路96號
110年秋季班 ( 含暑假班 ),新北市,新北市蘆荻社區大學,社區灶咖教室,新北市蘆洲區信義路266巷9號
110年秋季班 ( 含暑假班 ),新北市,新北市蘆荻社區大學,鷺江國中校區,新北市蘆洲區長樂路235號
110年秋季班 ( 含暑假班 ),新北市,新北市新莊社區大學,校本部,新北市新莊區中平路135號 ( 新莊高中圖書館1樓)
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,校本部,新北市林口區仁愛路二段173號
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,五股市民活動中心,新北市五股區工商路127號
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,林口國小,新北市林口區林口路76號
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,仁愛活動中心,新北市林口區文化一路一段137號
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,南勢活動中心,新北市林口區南勢二街154號
110年秋季班 ( 含暑假班 ),新北市,新北市林口社區大學,東勢活動中心,新北市林口區麗園一街35號
