年度期別,縣市別,社區大學名稱,課程名稱,課程教師
109年第1期,臺中市,臺中市海線社區大學,楊家老架養生太極A,張嚴仁
109年第1期,臺中市,臺中市海線社區大學,楊家老架養生太極B,張嚴仁
109年第1期,臺中市,臺中市海線社區大學,拉丁-捷舞(高級),張振嘉
109年第1期,臺中市,臺中市海線社區大學,書法研究,陳志聲
109年第1期,臺中市,臺中市海線社區大學,素描,蔡青舒
109年第1期,臺中市,臺中市海線社區大學,古典油畫,蔡青舒
109年第1期,臺中市,臺中市海線社區大學,二胡(高級B),陳培仁
109年第1期,臺中市,臺中市海線社區大學,二胡(高級A),陳培仁
109年第1期,臺中市,臺中市海線社區大學,龍井合唱團,江珮珊
109年第1期,臺中市,臺中市海線社區大學,養生瑜伽A,楊南秋
109年第1期,臺中市,臺中市海線社區大學,養生瑜伽B,楊南秋
109年第1期,臺中市,臺中市海線社區大學,養生瑜伽C,楊南秋
109年第1期,臺中市,臺中市海線社區大學,哈達瑜伽,楊麗麗
109年第1期,臺中市,臺中市海線社區大學,幸福學佛,陳吉祥
109年第1期,臺中市,臺中市海線社區大學,砌陶人,羅濟明
109年第1期,臺中市,臺中市海線社區大學,地方故事與文化資產,林賜勳
109年第1期,臺中市,臺中市海線社區大學,從土地到餐桌-親子食農教育推廣,陳亭妤
109年第1期,臺中市,臺中市海線社區大學,眷村國語金曲那卡西,莊樹生
109年第1期,臺中市,臺中市海線社區大學,輕鬆說日語進階Ⅱ,陳岩佐
109年第1期,臺中市,臺中市海線社區大學,那卡西歌唱藝術表演,莊樹生
109年第1期,臺中市,臺中市海線社區大學,瑜伽與身心靈平衡,蔡佩君
109年第1期,臺中市,臺中市海線社區大學,輕鬆說日語初級Ⅱ-B,陳岩佐
109年第1期,臺中市,臺中市海線社區大學,輕鬆說日語進階Ⅰ,陳岩佐
109年第1期,臺中市,臺中市海線社區大學,輕鬆說日語(初級進階2),蘇阿亮
109年第1期,臺中市,臺中市海線社區大學,輕鬆說日語(初級3),蘇阿亮
109年第1期,臺中市,臺中市海線社區大學,日語演歌(基礎)B,盧耶
109年第1期,臺中市,臺中市海線社區大學,學攝影-拍出好照片,李易霖
109年第1期,臺中市,臺中市海線社區大學,精品咖啡入門與鑑賞,王宇仲
109年第1期,臺中市,臺中市海線社區大學,投資與股票分析,趙家甫
109年第1期,臺中市,臺中市海線社區大學,逗陣歡喜用電腦(進階),彭丁財
109年第1期,臺中市,臺中市海線社區大學,艾揚格瑜伽基礎A,王薈芳
109年第1期,臺中市,臺中市海線社區大學,艾揚格瑜伽基礎B,王薈芳
109年第1期,臺中市,臺中市海線社區大學,艾揚格瑜伽基礎C,王薈芳
109年第1期,臺中市,臺中市海線社區大學,艾揚格瑜伽基礎D,王薈芳
109年第1期,臺中市,臺中市海線社區大學,羽球入門A,袁海平
109年第1期,臺中市,臺中市海線社區大學,有氧動一動舒筋減壓A,林秀里
109年第1期,臺中市,臺中市海線社區大學,有氧動一動舒筋減壓B,林秀里
109年第1期,臺中市,臺中市海線社區大學,喜悅瑜伽A,蔡靜雲
109年第1期,臺中市,臺中市海線社區大學,喜悅瑜伽B,蔡靜雲
109年第1期,臺中市,臺中市海線社區大學,MV熱舞,李羚緁
109年第1期,臺中市,臺中市海線社區大學,中東肚皮舞(進階),林瓊如
109年第1期,臺中市,臺中市海線社區大學,國標舞拉丁摩登步,呂秀菊
109年第1期,臺中市,臺中市海線社區大學,國標舞 ,呂秀菊
109年第1期,臺中市,臺中市海線社區大學,社交舞 ,呂秀菊
109年第1期,臺中市,臺中市海線社區大學,九九式太極拳,蔡秀鳳
109年第1期,臺中市,臺中市海線社區大學,三瑜伽(Triyoga),蔡秀鳳
109年第1期,臺中市,臺中市海線社區大學,活力有氧塑身舞A,李淑貞
109年第1期,臺中市,臺中市海線社區大學,活力有氧塑身舞B,李淑貞
109年第1期,臺中市,臺中市海線社區大學,活力瘦身拉丁有氧舞蹈A,陳順吉
109年第1期,臺中市,臺中市海線社區大學,超累拉丁有氧運動舞蹈,陳順吉
109年第1期,臺中市,臺中市海線社區大學,活力瘦身拉丁有氧舞蹈B,陳順吉
109年第1期,臺中市,臺中市海線社區大學,國際多元流行民俗舞(進階),陳順吉
109年第1期,臺中市,臺中市海線社區大學,榆玥紓壓瑜伽,顏月玲
109年第1期,臺中市,臺中市海線社區大學,陳氏38式初/進階老架一路太極拳套路 ,黃于華
109年第1期,臺中市,臺中市海線社區大學,鄭子37太極拳套路B,黃于華
109年第1期,臺中市,臺中市海線社區大學,窈窕活力有氧塑身舞蹈A,黃茹蘭
109年第1期,臺中市,臺中市海線社區大學,窈窕活力有氧塑身舞蹈B,黃茹蘭
109年第1期,臺中市,臺中市海線社區大學,塑身紓壓瑜伽,黃茹蘭
109年第1期,臺中市,臺中市海線社區大學,國台語流行歌曲教學,李素專
109年第1期,臺中市,臺中市海線社區大學,活力有氧,蔡佩珊
109年第1期,臺中市,臺中市海線社區大學,歡樂羽球go-go-go A,方江隆
109年第1期,臺中市,臺中市海線社區大學,歡樂羽球go-go-go B,方江隆
109年第1期,臺中市,臺中市海線社區大學,歡樂廣場及民俗舞,林燕珠
109年第1期,臺中市,臺中市海線社區大學,哈達瑜伽與創作舞蹈,王桂蘭
109年第1期,臺中市,臺中市海線社區大學,健身瑜伽,黃琬婷
109年第1期,臺中市,臺中市海線社區大學,開口說英語(基礎進階-8),Grace
109年第1期,臺中市,臺中市海線社區大學,民俗調理運用「基礎」,"陳達慶
賴冠樺"
109年第1期,臺中市,臺中市海線社區大學,日語輕鬆學基礎(三),黃仕豪
109年第1期,臺中市,臺中市海線社區大學,旅遊生活英文實務,Caden
109年第1期,臺中市,臺中市海線社區大學,國際標準舞-華爾滋A,趙秋遠
109年第1期,臺中市,臺中市海線社區大學,國際標準舞-華爾滋B,趙秋遠
109年第1期,臺中市,臺中市海線社區大學,輕蒸食料理A,王崇麗
109年第1期,臺中市,臺中市海線社區大學,氣球裝飾與佈置(初階),何淑媛
109年第1期,臺中市,臺中市海線社區大學,氣球裝飾與佈置(進階),何淑媛
109年第1期,臺中市,臺中市海線社區大學,流行歌唱B,林翠玲
109年第1期,臺中市,臺中市海線社區大學,大自然薩克斯風(基礎)A,葉鴻志
109年第1期,臺中市,臺中市海線社區大學,吹吹薩克斯風(初級),廖睿煬
109年第1期,臺中市,臺中市海線社區大學,二胡進階,林郁婷
109年第1期,臺中市,臺中市海線社區大學,大自然薩克斯風(中級),葉鴻志
109年第1期,臺中市,臺中市海線社區大學,茶境、茶淨、茶靜A,蔡玉釵
109年第1期,臺中市,臺中市海線社區大學,茶境、茶淨、茶靜B,蔡玉釵
109年第1期,臺中市,臺中市海線社區大學,茶話畫茶,張峻銘
109年第1期,臺中市,臺中市海線社區大學,那卡西歌唱教學,劉澄和
109年第1期,臺中市,臺中市海線社區大學,全民運動鬼步舞,林皇龍
109年第1期,臺中市,臺中市海線社區大學,芳香保健室,洪慧芳
109年第1期,臺中市,臺中市海線社區大學,日語基礎(50音開始),鄭麗紅
109年第1期,臺中市,臺中市海線社區大學,國際標準舞(中階),歐秀葉
109年第1期,臺中市,臺中市海線社區大學,愛瘦肚皮舞(入門)A,林瓊如
109年第1期,臺中市,臺中市海線社區大學,Zumba Fitness尊巴有氧,吳秀華
109年第1期,臺中市,臺中市海線社區大學,敦煌舞初心(初階),趙紜綺
109年第1期,臺中市,臺中市海線社區大學,花藝、婚禮、玩佈置,王世音
109年第1期,臺中市,臺中市海線社區大學,國標舞(中級),甘艾立
109年第1期,臺中市,臺中市海線社區大學,拉丁、摩登舞(初級),賴雅慧
109年第1期,臺中市,臺中市海線社區大學,社交舞(初級) ,賴雅慧
109年第1期,臺中市,臺中市海線社區大學,高爾夫入門,許哲榮
109年第1期,臺中市,臺中市海線社區大學,樂悠游(蛙式、自由式)A,趙彥行
109年第1期,臺中市,臺中市海線社區大學,色鉛筆素描A,廖建順
109年第1期,臺中市,臺中市海線社區大學,日語初級,陳芋秀
109年第1期,臺中市,臺中市海線社區大學,成衣打版(進階),王淑娟
109年第1期,臺中市,臺中市海線社區大學,實用毛線編織,李靜憓
109年第1期,臺中市,臺中市海線社區大學,家飾拼布與時尚包,盧碧瑜
109年第1期,臺中市,臺中市海線社區大學,實用家飾手作服與時尚包,盧碧瑜
109年第1期,臺中市,臺中市海線社區大學,烘焙輕鬆玩,吳玉卿
109年第1期,臺中市,臺中市海線社區大學,服裝設計基礎B,周蔚嵐
109年第1期,臺中市,臺中市海線社區大學,烘焙王,王俊勝
109年第1期,臺中市,臺中市海線社區大學,色鉛筆同樂繪,林志芃
109年第1期,臺中市,臺中市海線社區大學,心靈紓壓和諧粉彩,金家潔
109年第1期,臺中市,臺中市海線社區大學,二胡(中級),陳培仁
109年第1期,臺中市,臺中市海線社區大學,二胡(入門),陳培仁
109年第1期,臺中市,臺中市海線社區大學,國台語流行歌唱A,佳音
109年第1期,臺中市,臺中市海線社區大學,國台語流行歌唱B,佳音
109年第1期,臺中市,臺中市海線社區大學,國台語流行歌唱D,佳音
109年第1期,臺中市,臺中市海線社區大學,玩琵弄箏~彈琴真有趣,鍾瀚儀
109年第1期,臺中市,臺中市海線社區大學,快樂學陶笛(進階),陳明輝
109年第1期,臺中市,臺中市海線社區大學,快樂學陶笛(初級),陳明輝
109年第1期,臺中市,臺中市海線社區大學,鍵盤樂流行樂曲A,蕭淑緞
109年第1期,臺中市,臺中市海線社區大學,快樂學鋼琴,蕭淑緞
109年第1期,臺中市,臺中市海線社區大學,鍵盤樂流行樂曲B,蕭淑緞
109年第1期,臺中市,臺中市海線社區大學,鍵盤樂流行樂曲C,蕭淑緞
109年第1期,臺中市,臺中市海線社區大學,觀光日語(基礎),盧耶
109年第1期,臺中市,臺中市後驛社區大學,流行烏克麗麗彈唱,?晏玲
109年第1期,臺中市,臺中市後驛社區大學,國標摩登舞(華爾滋),廖清忠
109年第1期,臺中市,臺中市後驛社區大學,中草藥的養生保健(初級),周學駿
109年第1期,臺中市,臺中市後驛社區大學,第一次篆刻就上手,賴振和
109年第1期,臺中市,臺中市後驛社區大學,魅力雕塑入門肚皮舞（Oriental）(A),郭佩璇
109年第1期,臺中市,臺中市後驛社區大學,還我真顏色(唐楷初階),李雲翔
109年第1期,臺中市,臺中市後驛社區大學,人體經絡-清道夫導引法 (進階),廖清祈
109年第1期,臺中市,臺中市後驛社區大學,生活中的日本語-基礎50音(入門),黃莉莉
109年第1期,臺中市,臺中市後驛社區大學,生活中的日本語(初級Ⅰ),黃莉莉
109年第1期,臺中市,臺中市後驛社區大學,生活中的日本語(初級Ⅱ）,黃莉莉
109年第1期,臺中市,臺中市後驛社區大學,生活中的日本語-基礎五十音進階(B),黃莉莉
109年第1期,臺中市,臺中市後驛社區大學,園藝與生活美學(入門),宋景星
109年第1期,臺中市,臺中市後驛社區大學,生活花藝與實作,宋景星
109年第1期,臺中市,臺中市後驛社區大學,中華花藝-籃花,宋景星
109年第1期,臺中市,臺中市後驛社區大學,傳統技藝-春仔花手作(A),張宛宜
109年第1期,臺中市,臺中市後驛社區大學,手作輕時尚半寶石飾品(B),張雪鳳
109年第1期,臺中市,臺中市後驛社區大學,手作輕時尚半寶石飾品(A),張雪鳳
109年第1期,臺中市,臺中市後驛社區大學,台中。文學。香氣行走詩,林倩如
109年第1期,臺中市,臺中市後驛社區大學,水彩與速寫(初級),曾崇智
109年第1期,臺中市,臺中市後驛社區大學,天然藥草美學手工皂,林苡倢
109年第1期,臺中市,臺中市後驛社區大學,體適能塑身瑜珈(B),林家聿
109年第1期,臺中市,臺中市後驛社區大學,體適能塑身瑜珈(C),林家聿
109年第1期,臺中市,臺中市後驛社區大學,體適能塑身瑜珈(A),林家聿
109年第1期,臺中市,臺中市後驛社區大學,瑜珈輕鬆學,陳麗馨
109年第1期,臺中市,臺中市後驛社區大學,舞夜精靈-熱情一夏肚皮舞,張小燕
109年第1期,臺中市,臺中市後驛社區大學,輕活氧 塑身瑜珈,張小燕
109年第1期,臺中市,臺中市後驛社區大學,養生太極拳,盧梅華
109年第1期,臺中市,臺中市後驛社區大學,探索後驛手機拍拍樂,蔡楨永
109年第1期,臺中市,臺中市後驛社區大學,樂音飛揚：輕鬆玩陶笛(初級),吳純孟
109年第1期,臺中市,臺中市後驛社區大學,輕鬆學壓克力油畫彩繪(初級),邱一志
109年第1期,臺中市,臺中市後驛社區大學,樂音飛揚：輕鬆玩陶笛(進階),吳純孟
109年第1期,臺中市,臺中市後驛社區大學,花詩茶-美的饗宴(中華花藝),宋景星
109年第1期,臺中市,臺中市後驛社區大學,日文輕鬆學(50音入門),林淑惠
109年第1期,臺中市,臺中市後驛社區大學,自助旅行英語(初級),劉秀閔
109年第1期,臺中市,臺中市後驛社區大學,服裝打版製作與修改(初級),高秀鳳
109年第1期,臺中市,臺中市後驛社區大學,伸展瑜珈,陳俊良
109年第1期,臺中市,臺中市後驛社區大學,超放鬆瑜珈,陳俊良
109年第1期,臺中市,臺中市後驛社區大學,經絡好好玩。健康守護神 (初級),廖清祈
109年第1期,臺中市,臺中市後驛社區大學,書情畫意(水墨新境),袁之靜
109年第1期,臺中市,臺中市後驛社區大學,四弦魅力烏克麗麗,金聖培
109年第1期,臺中市,臺中市後驛社區大學,快樂學日語,陳柔君
109年第1期,臺中市,臺中市後驛社區大學,英文基礎會話與發音,蔡廷陽
109年第1期,臺中市,臺中市後驛社區大學,蔬果花藝-台中蔬果篇,陳建廷
109年第1期,臺中市,臺中市後驛社區大學,輕鬆學壓克力油畫彩繪(進階),邱一志
109年第1期,臺中市,臺中市後驛社區大學,魅力雕塑入門肚皮舞（Oriental）(B),郭佩璇
109年第1期,臺中市,臺中市後驛社區大學,生活輕手作~乾燥花、不凋花,陳依蘋
109年第1期,臺中市,臺中市後驛社區大學,活力有氧廣場舞,陳柏穎
109年第1期,臺中市,臺中市後驛社區大學,水墨花鳥,柳彩蓮
109年第1期,臺中市,臺中市後驛社區大學,輕鬆唱歌學日語,郭泰元 
109年第1期,臺中市,臺中市後驛社區大學,日本舞踊(藤間流)初級,辜淑貞
109年第1期,臺中市,臺中市後驛社區大學,生活水電應急班(A),潘河木
109年第1期,臺中市,臺中市後驛社區大學,生活水電應急班(B),潘河木
109年第1期,臺中市,臺中市後驛社區大學,生活水電應急班(C),潘河木
109年第1期,臺中市,臺中市後驛社區大學,傳統手工二胡製作,潘河木
109年第1期,臺中市,臺中市後驛社區大學,芳香療癒瑜珈(A),楊秀霞
109年第1期,臺中市,臺中市後驛社區大學,芳香療癒瑜珈(B),楊秀霞
109年第1期,臺中市,臺中市後驛社區大學,芳香療癒瑜珈(C),楊秀霞
109年第1期,臺中市,臺中市後驛社區大學,與植物交朋友,凌聿升
109年第1期,臺中市,臺中市後驛社區大學,古箏(初級),陳彥婷
109年第1期,臺中市,臺中市後驛社區大學,小農潮生活-有機種植(初級),林進財
109年第1期,臺中市,臺中市後驛社區大學,國台語卡啦OK歡唱,黃瑰秋
109年第1期,臺中市,臺中市後驛社區大學,彩遊抒心禪繞畫(進階),楊屏玉
109年第1期,臺中市,臺中市後驛社區大學,流行薩克斯風~輕鬆上手(中級B),何俊賢
109年第1期,臺中市,臺中市後驛社區大學,流行薩克斯風~輕鬆上手(中級C),何俊賢
109年第1期,臺中市,臺中市後驛社區大學,流行薩克斯風~輕鬆上手(初級),何俊賢
109年第1期,臺中市,臺中市後驛社區大學,流行薩克斯風~輕鬆上手(中級A),何俊賢
109年第1期,臺中市,臺中市後驛社區大學,解碼後驛-臺中市東南區歷史文化初探,陳俐文
109年第1期,臺中市,臺中市後驛社區大學,臺中風華、認識古蹟-入門、鑑賞、導覽,謝文賢
109年第1期,臺中市,臺中市後驛社區大學,竹編藝術,涂素英
109年第1期,臺中市,臺中市後驛社區大學,有機農業栽培管理,蔡志濃
109年第1期,臺中市,臺中市後驛社區大學,曲線雕塑瑜珈(初級),陳璟茹
109年第1期,臺中市,臺中市後驛社區大學,間歇性肌力瑜珈(初級),林毓珊
109年第1期,臺中市,臺中市後驛社區大學,樂活羽球,吳展佳
109年第1期,臺中市,臺中市後驛社區大學,電腦文書處理與生活應用入門,黃進裕
109年第1期,臺中市,臺中市後驛社區大學,從雲端生活認識資訊安全(手機應用),陳國峰
109年第1期,臺中市,臺中市後驛社區大學,吃喝玩樂學泰語(初級),張郁馨
109年第1期,臺中市,臺中市後驛社區大學,英語生活會話(初級),李怡慧
109年第1期,臺中市,臺中市後驛社區大學,帶著手機一起輕鬆遊台中,廖欣怡
109年第1期,臺中市,臺中市後驛社區大學,銀髮族手機攝影輕鬆學,李佳燕
109年第1期,臺中市,臺中市後驛社區大學,有氧綠森活(A),劉宇圃
109年第1期,臺中市,臺中市後驛社區大學,手作Q萌療癒小物,吳芷庭
109年第1期,臺中市,臺中市後驛社區大學,用手機經營網拍(初級實戰班),劉千瑜
109年第1期,臺中市,臺中市南湖社區大學,中東肚皮舞初級班,沈淑如
109年第1期,臺中市,臺中市南湖社區大學,素描藝術A,戴紅亭
109年第1期,臺中市,臺中市南湖社區大學,正位瑜伽（進階）,吳燕如
109年第1期,臺中市,臺中市南湖社區大學,股市與基金投資實務,張國秋
109年第1期,臺中市,臺中市南湖社區大學,經絡鬆筋機能養生,馮妙華
109年第1期,臺中市,臺中市南湖社區大學,家庭園藝,宋景星
109年第1期,臺中市,臺中市南湖社區大學,二胡進階,江子逸
109年第1期,臺中市,臺中市南湖社區大學,旅遊英語,張婷
109年第1期,臺中市,臺中市南湖社區大學,素描藝術B,戴紅亭
109年第1期,臺中市,臺中市南湖社區大學,投資與理財,林鴻翰
109年第1期,臺中市,臺中市南湖社區大學,動手做洋裁（基礎）,陳雅婷
109年第1期,臺中市,臺中市南湖社區大學,探看水之源，走讀溪之美,趙永楠
109年第1期,臺中市,臺中市南湖社區大學,國台語卡拉OK歌唱,魏明月
109年第1期,臺中市,臺中市南湖社區大學,減重有氧與滾筒核心訓練,鄭如雅
109年第1期,臺中市,臺中市南湖社區大學,跨境電商：從大陸網路批貨到台灣網路開店實際操作,江諸黎
109年第1期,臺中市,臺中市南湖社區大學,超簡單，一學就會的免費網頁設計，免費製作官網及微型網路商店,江諸黎
109年第1期,臺中市,臺中市南湖社區大學,如何踏入舞蹈的第一步,黃慧美
109年第1期,臺中市,臺中市南湖社區大學,導引養生,謝神助
109年第1期,臺中市,臺中市南湖社區大學,手機APP應用與拍照影片製作,劉勇進
109年第1期,臺中市,臺中市南湖社區大學,超人氣的FaceBook與LINE@社群網路行銷,江諸黎
109年第1期,臺中市,臺中市南湖社區大學,暢彈古箏,陳彥婷
109年第1期,臺中市,臺中市南湖社區大學,生活英文,張婷
109年第1期,臺中市,臺中市南湖社區大學,減重有氧與長芯滾筒紓壓皮拉提斯,蔡欣蓉
109年第1期,臺中市,臺中市南湖社區大學,歡聚玩花趣,曾桂仙
109年第1期,臺中市,臺中市南湖社區大學,啡嘗有趣,賴東科
109年第1期,臺中市,臺中市南湖社區大學,鋁線手作輕鬆學(初階),陳茹允
109年第1期,臺中市,臺中市南湖社區大學,生活美學刻烙畫,張煥文
109年第1期,臺中市,臺中市南湖社區大學,國標摩登華爾滋,徐國峰
109年第1期,臺中市,臺中市南湖社區大學,全方位養生保健瑜伽,莊臻宜
109年第1期,臺中市,臺中市南湖社區大學,台中步道賞蝶趣,"陳寶樹,劉中慧"
109年第1期,臺中市,臺中市南湖社區大學,日文高級,羅秀芬
109年第1期,臺中市,臺中市南湖社區大學,歌藝研習,李文通
109年第1期,臺中市,臺中市南湖社區大學,身心靈瑜珈,張琇惠
109年第1期,臺中市,臺中市南湖社區大學,投資理財分析與應用,黃元力
109年第1期,臺中市,臺中市南湖社區大學,活動主持人培訓,林碧珍
109年第1期,臺中市,臺中市南湖社區大學,經絡鬆筋機能養生,馮妙華
109年第1期,臺中市,臺中市南湖社區大學,社交英文,張婷
109年第1期,臺中市,臺中市南湖社區大學,生活美學刻烙畫,張煥文
109年第1期,臺中市,臺中市南湖社區大學,家事法律,李瑞仁
109年第1期,臺中市,臺中市南湖社區大學,日文中級,羅秀芬
109年第1期,臺中市,臺中市南湖社區大學,中東肚皮舞初級班,沈淑如
109年第1期,臺中市,臺中市南湖社區大學,國標拉丁鬥牛舞,徐國峰
109年第1期,臺中市,臺中市南湖社區大學,全方位養生保健瑜伽,莊臻宜
109年第1期,臺中市,臺中市南湖社區大學,西洋藝術史的經典作品,張乃卉
109年第1期,臺中市,臺中市南湖社區大學,土風舞師資培訓,黃慧美
109年第1期,臺中市,臺中市南湖社區大學,創意時尚彩妝DIY,李月貞
109年第1期,臺中市,臺中市南湖社區大學,日文初級,羅秀芬
109年第1期,臺中市,臺中市南湖社區大學,日文發音,羅秀芬
109年第1期,臺中市,臺中市南湖社區大學,生活法律,李瑞仁
109年第1期,臺中市,臺中市南湖社區大學,新住民、外籍勞工學中文,王陳雪霞
109年第1期,臺中市,臺中市南湖社區大學,不動產投資開發理論與實務,吳有道
109年第1期,臺中市,臺中市南湖社區大學,手機APP應用與拍照影片製作,劉勇進
109年第1期,臺中市,臺中市南湖社區大學,Hola!開口說西班牙語,葉紅瑜
109年第1期,臺中市,臺中市南湖社區大學,國台語卡拉OK歌唱,魏明月
109年第1期,臺中市,臺中市南湖社區大學,南湖古蹟與生活藝術,陳美
109年第1期,臺中市,臺中市南湖社區大學,流行古箏樂團,黃惠琴
109年第1期,臺中市,臺中市南湖社區大學,養生太極拳,張炳燊
109年第1期,臺中市,臺中市南湖社區大學,南湖樂團,黃惠琴
109年第1期,臺中市,臺中市南湖社區大學,西洋美術史,黃詩雯
109年第1期,臺中市,臺中市南湖社區大學,時尚插畫,黃詩雯
109年第1期,臺中市,臺中市南湖社區大學,書法輕鬆寫,陳西美
109年第1期,臺中市,臺中市南湖社區大學,探看水之源，走讀溪之美,趙永楠
109年第1期,臺中市,臺中市南湖社區大學,日語中級1,柯懿君
109年第1期,臺中市,臺中市南湖社區大學,日語入門,林正宗
109年第1期,臺中市,臺中市南湖社區大學,12經絡保健,鄧清海
109年第1期,臺中市,臺中市南湖社區大學,認識台灣蝴蝶資源,"陳寶樹,劉中慧"
109年第1期,臺中市,臺中市南湖社區大學,社交舞（進階）,周美蘭
109年第1期,臺中市,臺中市南湖社區大學,身心靈瑜珈,張琇惠
109年第1期,臺中市,臺中市南湖社區大學,棒鉤針手編織,張麗蓮
109年第1期,臺中市,臺中市南湖社區大學,如何踏入舞蹈的第一步,黃慧美
109年第1期,臺中市,臺中市南湖社區大學,歡唱校園民歌,林倩如
109年第1期,臺中市,臺中市南湖社區大學,無痛刮痧（進階）,鄧清海
109年第1期,臺中市,臺中市南湖社區大學,新住民&銀髮族學中文,王陳雪霞
109年第1期,臺中市,臺中市南湖社區大學,UV滴膠創意飾品,王立翔
109年第1期,臺中市,臺中市南湖社區大學,旅遊英語與自助旅行規劃,林倩如
109年第1期,臺中市,臺中市南湖社區大學,正位瑜伽（基礎）,吳燕如
109年第1期,臺中市,臺中市南湖社區大學,愛上烏克麗麗和陶笛,曹淑娟
109年第1期,臺中市,臺中市南湖社區大學,全方位養生保健瑜伽,莊臻宜
109年第1期,臺中市,臺中市南湖社區大學,書法（1.創意隸書2.行楷）,阮德楊
109年第1期,臺中市,臺中市南湖社區大學,中東美人肚皮舞,楊婷琪
109年第1期,臺中市,臺中市南湖社區大學,無痛刮痧（進階）,鄧清海
109年第1期,臺中市,臺中市南湖社區大學,書法（1.創意隸書2.行楷）,阮德楊
109年第1期,臺中市,臺中市南湖社區大學,全方位養生保健瑜伽,莊臻宜
109年第1期,臺中市,臺中市南湖社區大學,社交舞（初階）,周美蘭
109年第1期,臺中市,臺中市南湖社區大學,輕鬆拉彈樂器-古箏、二胡、烏克麗麗,黃惠琴
109年第1期,臺中市,臺中市南湖社區大學,初級日語1,柯懿君
109年第1期,臺中市,臺中市南湖社區大學,古箏與小提琴,王曉嬛
109年第1期,臺中市,臺中市南湖社區大學,手工咖啡證照能力創業班,李德祥
109年第1期,臺中市,臺中市南湖社區大學,流行時尚指甲彩繪班,陳寶玉
109年第1期,臺中市,臺中市南湖社區大學,烏克麗麗&姆指琴,吳敏甄
109年第1期,臺中市,臺中市南湖社區大學,吹拉彈樂器-古箏、二胡、葫蘆絲、 巴烏&烏克 麗麗,黃惠琴
109年第1期,臺中市,臺中市南湖社區大學,變變變!!! 十分鐘學會一個劉謙魔術,江諸黎
109年第1期,臺中市,臺中市南湖社區大學,鄭子37式太極拳,賴晉昇
109年第1期,臺中市,臺中市南湖社區大學,歐式生活花藝,"陳建安,劉素琴"
109年第1期,臺中市,臺中市南湖社區大學,英文基礎,陳西美
109年第1期,臺中市,臺中市南湖社區大學,口琴,陳永修
109年第1期,臺中市,臺中市南湖社區大學,英文起步走,陳西美
109年第1期,臺中市,臺中市南湖社區大學,伸展瑜珈,簡秋暖
109年第1期,臺中市,臺中市南湖社區大學,減重有氧與滾筒雕塑皮拉提斯,謝宇銨
109年第1期,臺中市,臺中市南湖社區大學,陽光有氧與滾筒舒摩核心訓練,賴敏珣
109年第1期,臺中市,臺中市南湖社區大學,日語初級1,林正宗
109年第1期,臺中市,臺中市南湖社區大學,英文基礎,陳西美
109年第1期,臺中市,臺中市南湖社區大學,日語初級3,柯懿君
109年第1期,臺中市,臺中市南湖社區大學,伸展瑜伽,簡秋暖
109年第1期,臺中市,臺中市南湖社區大學,陽光有氧與滾筒舒摩核心訓練,賴敏珣
109年第1期,臺中市,臺中市南湖社區大學,活力有氧與滾筒核心皮拉提斯,謝宇銨
109年第1期,臺中市,臺中市南湖社區大學,健康塑身瑜珈,魏絲莉
109年第1期,臺中市,臺中市南湖社區大學,伸展曲線魅力瑜珈,魏絲莉
109年第1期,臺中市,臺中市南湖社區大學,身心靈健康瑜珈,魏絲莉
109年第1期,臺中市,臺中市南湖社區大學,活力有氧,蕭婷文
109年第1期,臺中市,臺中市南湖社區大學,伸展曲線魅力瑜珈,魏絲莉
109年第1期,臺中市,臺中市南湖社區大學,有氧塑身肚皮舞,黃琦惠
109年第1期,臺中市,臺中市南湖社區大學,傾聽身體的聲音~皮拉提斯,魏絲莉
109年第1期,臺中市,臺中市南湖社區大學,養生太極拳,張炳燊
109年第1期,臺中市,臺中市南湖社區大學,心肺有氧與迷你核心球皮拉提斯,賴敏珣
109年第1期,臺中市,臺中市南湖社區大學,活力八段錦,張志偉
109年第1期,臺中市,臺中市南湖社區大學,窈窕塑身肚皮舞,謝佩琦
109年第1期,臺中市,臺中市南湖社區大學,全方位養生保健瑜伽,莊臻宜
109年第1期,臺中市,臺中市南湖社區大學,減重有氧與迷你核心球皮拉提斯,蔡欣蓉
109年第1期,臺中市,臺中市南湖社區大學,曲線雕塑瑜珈,林明顯
109年第1期,臺中市,臺中市南湖社區大學,口琴,陳永修
109年第1期,臺中市,臺中市南湖社區大學,咖啡美學-春季手烘,"邱正東,游勝裕"
109年第1期,臺中市,臺中市南湖社區大學,耳穴保健,鄧清海
109年第1期,臺中市,臺中市南湖社區大學,耳穴保健,鄧清海
109年第1期,臺中市,臺中市南湖社區大學,畫畫超開心,魏明月
109年第1期,臺中市,臺中市南湖社區大學,國台語卡拉OK歌唱,魏明月
109年第1期,臺中市,臺中市南湖社區大學,國標拉丁倫巴,徐國峰
109年第1期,臺中市,臺中市南湖社區大學,探戈與倫巴,李欣
109年第1期,臺中市,臺中市南湖社區大學,歌藝研習,李文通
109年第1期,臺中市,臺中市南湖社區大學,力與美的太鼓,林佩樺
109年第1期,臺中市,臺中市南湖社區大學,燃脂有氧與核心滾筒皮拉提斯,鄭惠如
109年第1期,臺中市,臺中市南湖社區大學,生活美學－茶藝,"鄧新恭,李瑞蓮"
109年第1期,臺中市,臺中市南湖社區大學,走入山林-郊山步道自然觀察,林倩如
