年度期別,縣市別,社區大學名稱,課程名稱,課程教師
109年第1期,臺北市,臺北市南港社區大學,輕鬆玩速寫,楊貴榮
109年第1期,臺北市,臺北市南港社區大學,宅經濟-銀文創商品製作,高沁嵐
109年第1期,臺北市,臺北市南港社區大學,書法奔放之美,潘建銘
109年第1期,臺北市,臺北市南港社區大學,實用拼布,李湘榛
109年第1期,臺北市,臺北市南港社區大學,粉彩、禪繞與生活藝術,范莊怡
109年第1期,臺北市,臺北市南港社區大學,輕鬆做金屬線輕珠寶,李思岑
109年第1期,臺北市,臺北市南港社區大學,一手好油畫,范子翔
109年第1期,臺北市,臺北市南港社區大學,池坊生活空間藝術插花,陳正珠
109年第1期,臺北市,臺北市南港社區大學,手帳裡的趣味插畫,張懿範
109年第1期,臺北市,臺北市南港社區大學,人形黏土捏塑 - 十二生肖（一）& 雛鳥壁飾,黃秋娥
109年第1期,臺北市,臺北市南港社區大學,手工皮革設計製作,劉碧霞
109年第1期,臺北市,臺北市南港社區大學,卡哇伊和?子黏土飾品FUN手作,呂麗櫻
109年第1期,臺北市,臺北市南港社區大學,臺灣刺繡-飛針繪繡,姚明芬
109年第1期,臺北市,臺北市南港社區大學,學會素描、色鉛筆、油畫攻略,蔡宗憲
109年第1期,臺北市,臺北市南港社區大學,萌萌個人風插畫-蠟筆,王曉卿(Icy Wang)
109年第1期,臺北市,臺北市南港社區大學,陶笛之聲,蘇文宗
109年第1期,臺北市,臺北市南港社區大學,快樂學二胡,涂雨帆
109年第1期,臺北市,臺北市南港社區大學,卡拉OK歡樂唱,廖君旻
109年第1期,臺北市,臺北市南港社區大學,烏克麗麗早上好,楊惠如
109年第1期,臺北市,臺北市南港社區大學,竹韻笛聲,蘇文宗
109年第1期,臺北市,臺北市南港社區大學,金馬電影裡的歌聲 -按下APP就在KTV,劉炫壕
109年第1期,臺北市,臺北市南港社區大學,烏克麗麗變化多,楊惠如
109年第1期,臺北市,臺北市南港社區大學,薩克斯風演奏法～音色、技巧與監聽錄音,張宇光
109年第1期,臺北市,臺北市南港社區大學,簫與尺八,蘇文宗
109年第1期,臺北市,臺北市南港社區大學,有鼓輕鬆打,許智成(許歡)
109年第1期,臺北市,臺北市南港社區大學,歡樂卡拉OK,丘世瑤
109年第1期,臺北市,臺北市南港社區大學,民謠吉他輕鬆彈,朱家偉
109年第1期,臺北市,臺北市南港社區大學,風情—薩克斯風,張宇光
109年第1期,臺北市,臺北市南港社區大學,唱出國台語好歌聲,林志明
109年第1期,臺北市,臺北市南港社區大學,古箏琴藝,黃熒熒
109年第1期,臺北市,臺北市南港社區大學,快樂唱好歌,林倩如
109年第1期,臺北市,臺北市南港社區大學,歡心鼓動 西非打擊樂,許智成(許歡)
109年第1期,臺北市,臺北市南港社區大學,二胡基礎,汪晏弘
109年第1期,臺北市,臺北市南港社區大學,國台語歌歡樂唱,廖君旻
109年第1期,臺北市,臺北市南港社區大學,烏克麗麗超好玩,蔡依倫
109年第1期,臺北市,臺北市南港社區大學,手機攝影真好玩,阮如舫
109年第1期,臺北市,臺北市南港社區大學,攝影師的手機商品攝影課,林朝宗
109年第1期,臺北市,臺北市南港社區大學,活力伸展瑜珈提斯,張淑嵐
109年第1期,臺北市,臺北市南港社區大學,活力有氧,周俊元
109年第1期,臺北市,臺北市南港社區大學,肌力雕塑活力有氧,范適瑜
109年第1期,臺北市,臺北市南港社區大學,核心肌力訓練,柯美慧
109年第1期,臺北市,臺北市南港社區大學,肚皮舞與印度寶萊塢舞初級,孫夢平
109年第1期,臺北市,臺北市南港社區大學,國際標準舞-初階,陳玉蓮
109年第1期,臺北市,臺北市南港社區大學,桌球(基礎一),吳佳興
109年第1期,臺北市,臺北市南港社區大學,綜合塑身健康運動,鄒碧珊
109年第1期,臺北市,臺北市南港社區大學,愛派對有氧肌力伸展,范適瑜
109年第1期,臺北市,臺北市南港社區大學,樂活養身瑜伽提斯,賴明珠
109年第1期,臺北市,臺北市南港社區大學,肌力雕塑派對有氧,陳美華
109年第1期,臺北市,臺北市南港社區大學,飆汗瘋Zumba,黃睦晴
109年第1期,臺北市,臺北市南港社區大學,Fun輕鬆跳Zumba,黃睦晴
109年第1期,臺北市,臺北市南港社區大學,桌球(中級),吳佳興
109年第1期,臺北市,臺北市南港社區大學,活氧流動瑜極,張幼宜
109年第1期,臺北市,臺北市南港社區大學,美孅Flow Yoga,劉彥彤
109年第1期,臺北市,臺北市南港社區大學,國標舞-進階(肢體導引),張裕秀
109年第1期,臺北市,臺北市南港社區大學,舞蹈導引-新唐民族舞,黃靜蘭(靖嵐）
109年第1期,臺北市,臺北市南港社區大學,ZUMBA 有氧及雕塑瑜珈,陳美華
109年第1期,臺北市,臺北市南港社區大學,舞蹈導引-新古典能量舞,黃靜蘭(靖嵐）
109年第1期,臺北市,臺北市南港社區大學,纖體療瘉瑜珈提斯,王星云
109年第1期,臺北市,臺北市南港社區大學,iWALK健走有氧,江昀亭
109年第1期,臺北市,臺北市南港社區大學,有氧肌力動健康,謝麗馨
109年第1期,臺北市,臺北市南港社區大學,馨?保健瑜珈,羅惠馨
109年第1期,臺北市,臺北市南港社區大學,國際標準舞,劉亭君
109年第1期,臺北市,臺北市南港社區大學,活力瘦身瑜珈提斯,王星云
109年第1期,臺北市,臺北市南港社區大學,iENERGY肌力有氧,江昀亭
109年第1期,臺北市,臺北市南港社區大學,正位展棍及瑜伽提斯,賴明珠
109年第1期,臺北市,臺北市南港社區大學,自由自在玩踢踏—美式踢踏舞  ,張念祖
109年第1期,臺北市,臺北市南港社區大學,極速燃脂有氧,田?文
109年第1期,臺北市,臺北市南港社區大學,樂活桌球初階,陳國勇
109年第1期,臺北市,臺北市南港社區大學,HiLow燃脂有氧,江昀亭
109年第1期,臺北市,臺北市南港社區大學,桌球(進階),吳佳興
109年第1期,臺北市,臺北市南港社區大學,瑜伽與皮拉提斯初階,何彥萱
109年第1期,臺北市,臺北市南港社區大學,開心歡樂swing排舞主題,吳靜怡
109年第1期,臺北市,臺北市南港社區大學,iPARTY熱舞有氧,江昀亭
109年第1期,臺北市,臺北市南港社區大學,桌球(基礎二),吳佳興
109年第1期,臺北市,臺北市南港社區大學,國標社交舞—初階,張裕秀
109年第1期,臺北市,臺北市南港社區大學,養生流動瑜極,張幼宜
109年第1期,臺北市,臺北市南港社區大學,皮拉提斯塑身運動,劉璧卉
109年第1期,臺北市,臺北市南港社區大學,Capoeira(卡波耶拉-巴西戰舞)入門,饒興冠
109年第1期,臺北市,臺北市南港社區大學,zumba舞蹈有氧加瑜珈提斯,吳靜蕙
109年第1期,臺北市,臺北市南港社區大學,西班牙佛朗明哥舞-初階,徐林華
109年第1期,臺北市,臺北市南港社區大學,皮拉提斯功能運動,張幼宜
109年第1期,臺北市,臺北市南港社區大學,桌球塑身,張一之
109年第1期,臺北市,臺北市南港社區大學,塑身瑜伽與筋膜放鬆,簡嘉瑩
109年第1期,臺北市,臺北市南港社區大學,退休族趴趴走,林旺
109年第1期,臺北市,臺北市南港社區大學,太極養生、拳架與推手,王徵成
109年第1期,臺北市,臺北市南港社區大學,易筋經養生功,卓錦泰
109年第1期,臺北市,臺北市南港社區大學,自癒力運動?從頭到腳排毒健身操,趙婉君
109年第1期,臺北市,臺北市南港社區大學,玄武養生太極拳劍系列,李錦堂
109年第1期,臺北市,臺北市南港社區大學,氣機導引養生,郭啟謀
109年第1期,臺北市,臺北市南港社區大學,經絡養生生活應用,陳桂慧
109年第1期,臺北市,臺北市南港社區大學,元門太極拳38勢,官貴中
109年第1期,臺北市,臺北市南港社區大學,太極氣功養生,徐弘孟
109年第1期,臺北市,臺北市南港社區大學,氣機導引,柯紳美
109年第1期,臺北市,臺北市南港社區大學,易簡經絡保健九環操,駱憶黎
109年第1期,臺北市,臺北市南港社區大學,愛行者式北歐健走法,周英俊
109年第1期,臺北市,臺北市南港社區大學,拳瑜伽-經絡拳打氣拉筋,曾小真
109年第1期,臺北市,臺北市南港社區大學,體適能健身操,陳飛年
109年第1期,臺北市,臺北市南港社區大學,太極拳道養生功,許祺清
109年第1期,臺北市,臺北市南港社區大學,巧手縫紉創意與製作,蘇碧珠
109年第1期,臺北市,臺北市南港社區大學,精油生活保養品DIY,彭逸涵
109年第1期,臺北市,臺北市南港社區大學,基礎木工快樂學,褚玉琪
109年第1期,臺北市,臺北市南港社區大學,自然浪漫的法式基礎花藝,吳宛玲
109年第1期,臺北市,臺北市南港社區大學,香草花園手作趣,蔡秋月
109年第1期,臺北市,臺北市南港社區大學,天然植物中藥草VS花草手工皂,陳愛鷹
109年第1期,臺北市,臺北市南港社區大學,歐式花藝,劉宇涵
109年第1期,臺北市,臺北市南港社區大學,台灣四季蔬果手工香皂,范孟竹
109年第1期,臺北市,臺北市南港社區大學,中式麵食水調麵類入門,劉妙華
109年第1期,臺北市,臺北市南港社區大學,懷念小吃&輕食涼拌菜,林威妊
109年第1期,臺北市,臺北市南港社區大學,養生發酵工藝,鄭阿全
109年第1期,臺北市,臺北市南港社區大學,自然手作的甜點滋味,張妍溱
109年第1期,臺北市,臺北市南港社區大學,免看盤投資秘訣,林志榮
109年第1期,臺北市,臺北市南港社區大學,看懂經濟數據尋找全球投資契機,黃于銘
109年第1期,臺北市,臺北市南港社區大學,日本語初級上,柯貞美
109年第1期,臺北市,臺北市南港社區大學,輕鬆學美語,許定曄(維多利亞)
109年第1期,臺北市,臺北市南港社區大學,輕鬆學韓文,安承嬌
109年第1期,臺北市,臺北市北投社區大學,快樂手工製作提琴,黃聖彥
109年第1期,臺北市,臺北市北投社區大學,版畫與手工藝術(B),蔡義雄
109年第1期,臺北市,臺北市北投社區大學,歌劇賞析與美聲演唱,謝奇儔
109年第1期,臺北市,臺北市北投社區大學,生活美語輕鬆學(中級),涂孟君
109年第1期,臺北市,臺北市北投社區大學,繪畫創作輕鬆學~多元媒材,邱美玉
109年第1期,臺北市,臺北市北投社區大學,輕鬆學書法(B),葉錫棟
109年第1期,臺北市,臺北市北投社區大學,版畫與手工藝術,蔡義雄
109年第1期,臺北市,臺北市北投社區大學,台灣茶藝文化,戴瑞民
109年第1期,臺北市,臺北市北投社區大學,經絡舒緩瑜珈,陳芬妮
109年第1期,臺北市,臺北市北投社區大學,精彩的速寫生活日記,鐘婉綺
109年第1期,臺北市,臺北市北投社區大學,實用觀光美語-食衣住行2,涂孟君
109年第1期,臺北市,臺北市北投社區大學,書畫裱褙藝術,黃金富
109年第1期,臺北市,臺北市北投社區大學,影片賞析與基礎製片,朱增有
109年第1期,臺北市,臺北市北投社區大學,鍵盤彈世界經典Ａ,吳天予
109年第1期,臺北市,臺北市北投社區大學,北投文化英文導覽培訓,魏子良
109年第1期,臺北市,臺北市北投社區大學,泰雅弓織,徐輝峰
109年第1期,臺北市,臺北市北投社區大學,生活美語輕鬆學(初級),涂孟君
109年第1期,臺北市,臺北市北投社區大學,鍵盤彈世界經典Ｂ,吳天予
109年第1期,臺北市,臺北市北投社區大學,原住民羊角勾挑織手作,徐輝峰
109年第1期,臺北市,臺北市北投社區大學,大家說日語(進階Ⅱ),林紋守
109年第1期,臺北市,臺北市北投社區大學,泰享受：泰國美食與文化之旅,陳怡君
109年第1期,臺北市,臺北市北投社區大學,輕鬆學書法(A),葉錫棟
109年第1期,臺北市,臺北市北投社區大學,坐火車 趴趴走,羅文德
109年第1期,臺北市,臺北市北投社區大學,鍵盤彈世界經典C,吳天予
109年第1期,臺北市,臺北市北投社區大學,輕鬆學-粉彩鉛筆風景畫(午班),陳俊佑
109年第1期,臺北市,臺北市北投社區大學,『古琴文化』體驗中國古代文人的生活情趣,石羽彤
109年第1期,臺北市,臺北市北投社區大學,拼貼玩媒材手作,陳令慧
109年第1期,臺北市,臺北市北投社區大學,輕鬆學篆刻,葉錫棟
109年第1期,臺北市,臺北市北投社區大學,輕鬆學-粉彩鉛筆風景畫(晚班),陳俊佑
109年第1期,臺北市,臺北市北投社區大學,全民國防教育 馮將軍帶你軍中走透透,馮濟民
109年第1期,臺北市,臺北市北投社區大學,篆刻，書畫款識,劉嘉成
109年第1期,臺北市,臺北市北投社區大學,常見法律問題解析,張智鈞
109年第1期,臺北市,臺北市北投社區大學,聰明運動有一套! ,李政霖
109年第1期,臺北市,臺北市北投社區大學,識鳥二三四,社團法人台北市野鳥會
109年第1期,臺北市,臺北市北投社區大學,有趣的電氣修復DIY,曹永煌
109年第1期,臺北市,臺北市北投社區大學,野訪生態攝影遊,林柏昌
109年第1期,臺北市,臺北市北投社區大學,綠色草本手工皂的渲染世界,林語騰
109年第1期,臺北市,臺北市北投社區大學,居家剪髮實務,岩桂端
109年第1期,臺北市,臺北市北投社區大學,大家來玩日本舞,賴麗明
109年第1期,臺北市,臺北市北投社區大學,好花好心情一中華花藝,何淑娥
109年第1期,臺北市,臺北市北投社區大學,讀享伸展、書解壓力,蘇梨月
109年第1期,臺北市,臺北市北投社區大學,歌仔戲好好玩,黃素茹
109年第1期,臺北市,臺北市北投社區大學,口琴fun聲吹,游鈞婷
109年第1期,臺北市,臺北市北投社區大學,成人芭蕾（A）,洪儷今
109年第1期,臺北市,臺北市北投社區大學,體適能瑜珈,蘇梨月
109年第1期,臺北市,臺北市北投社區大學,成人芭蕾 (C),洪儷今
109年第1期,臺北市,臺北市北投社區大學,故事力訓練與編劇基礎,彭啟東
109年第1期,臺北市,臺北市北投社區大學,微笑單車美好溪行,陳建志
109年第1期,臺北市,臺北市北投社區大學,向日葵婦女合唱團~找一種生活,溫淑玲
109年第1期,臺北市,臺北市北投社區大學,台北文史趴趴走,郭平和
109年第1期,臺北市,臺北市北投社區大學,北投社大合唱團~為愛而唱,溫淑玲
109年第1期,臺北市,臺北市北投社區大學,瑜珈提斯,蘇梨月
109年第1期,臺北市,臺北市北投社區大學,日本舞踊文創,宋小琴
109年第1期,臺北市,臺北市北投社區大學,用心舞聊舞療舞動美麗人生,周明德
109年第1期,臺北市,臺北市北投社區大學,複管陶笛輕鬆玩-中級,陳若儀
109年第1期,臺北市,臺北市北投社區大學,成人芭蕾（B）,洪儷今
109年第1期,臺北市,臺北市北投社區大學,中國古典舞蹈 ,閻仲玲
109年第1期,臺北市,臺北市北投社區大學,陶笛認真玩-高級,陳若儀
109年第1期,臺北市,臺北市北投社區大學,牽手合唱團-生命如花籃,溫淑玲
109年第1期,臺北市,臺北市北投社區大學,佛拉明哥舞蹈(初級),余忻瑞
109年第1期,臺北市,臺北市北投社區大學,鐵道訪古探今自由行 初階班,劉莉娟
109年第1期,臺北市,臺北市北投社區大學,鐵道訪古探今自由行 進階班,劉莉娟
109年第1期,臺北市,臺北市北投社區大學,中醫藥與生活保健,許志靈
109年第1期,臺北市,臺北市北投社區大學,輕鬆學日語,周世宇
109年第1期,臺北市,臺北市北投社區大學,西洋歌曲歡唱Easy Go,簡秀珍
109年第1期,臺北市,臺北市北投社區大學,觀光生活美語 -北投篇 1,周勻甄
109年第1期,臺北市,臺北市北投社區大學,生活日語（初階）,曾琬鈴
109年第1期,臺北市,臺北市北投社區大學,英文會話Easy Go進階,簡秀珍
109年第1期,臺北市,臺北市北投社區大學,零基礎學英文 -自然發音+簡單文法,陳秀環
109年第1期,臺北市,臺北市北投社區大學,全方位日語會話班（中階）,曾琬鈴
109年第1期,臺北市,臺北市北投社區大學,英語你我他,葉煥鎮
109年第1期,臺北市,臺北市北投社區大學,生活日語（進階）,曾琬鈴
109年第1期,臺北市,臺北市北投社區大學,歌唱學美語,秦玉琪
109年第1期,臺北市,臺北市北投社區大學,全方位日語會話社（高階）,曾琬鈴
109年第1期,臺北市,臺北市北投社區大學,水彩很好學（B）,黃嵐嵐
109年第1期,臺北市,臺北市北投社區大學,粉彩與色鉛筆插畫(A),黃德謀
109年第1期,臺北市,臺北市北投社區大學,日常插畫-水性蠟筆,奚遠緣
109年第1期,臺北市,臺北市北投社區大學,天然仿真手作_蓪草創藝4.0_研究班,陳建華
109年第1期,臺北市,臺北市北投社區大學,水彩很好學（A）,黃嵐嵐
109年第1期,臺北市,臺北市北投社區大學,色鉛筆的彩繪練習,林恬慈
109年第1期,臺北市,臺北市北投社區大學,玩皮-烙刻繽紛生活,游碧琴
109年第1期,臺北市,臺北市北投社區大學,樂在作皮包,吳湘嵐
109年第1期,臺北市,臺北市北投社區大學,植物染工藝手作,王昭華
109年第1期,臺北市,臺北市北投社區大學,美麗禪繞畫,闕美麗
109年第1期,臺北市,臺北市北投社區大學,可愛毛線鉤針娃娃,陳宛伶
109年第1期,臺北市,臺北市北投社區大學,水彩速寫風景小品,莊宏哲
109年第1期,臺北市,臺北市北投社區大學,油畫風景花卉班(B班),陳彩鳳
109年第1期,臺北市,臺北市北投社區大學,生活竹編-一根竹的故事,林書民
109年第1期,臺北市,臺北市北投社區大學,歐式花藝和乾燥花手作,王秋雅
109年第1期,臺北市,臺北市北投社區大學,水彩很好學（C）,黃嵐嵐
109年第1期,臺北市,臺北市北投社區大學,毛筆字與硬筆字書寫法,朱樂民
109年第1期,臺北市,臺北市北投社區大學,四季花鳥彩墨基礎表現法,楊筱千
109年第1期,臺北市,臺北市北投社區大學,幸福在筆尖─禪繞繪生活,彭毓涵
109年第1期,臺北市,臺北市北投社區大學,歐風彩繪創造生活,曹淑女
109年第1期,臺北市,臺北市北投社區大學,拿起筆就能畫（速寫）,溫牧
109年第1期,臺北市,臺北市北投社區大學,和諧粉彩好好玩,闕美麗
109年第1期,臺北市,臺北市北投社區大學,歐式花藝生活美學,劉宇涵
109年第1期,臺北市,臺北市北投社區大學,就愛畫水彩(B),溫牧
109年第1期,臺北市,臺北市北投社區大學,烙畫-木與火的藝術,賴士魁
109年第1期,臺北市,臺北市北投社區大學,粉彩與色鉛筆插畫(B),黃德謀
109年第1期,臺北市,臺北市北投社區大學,北投陶藝文化與創作,徐兆煜
109年第1期,臺北市,臺北市北投社區大學,彩墨生香─輕鬆畫花鳥,呂玉亭
109年第1期,臺北市,臺北市北投社區大學,油畫風景花卉班(A班),陳彩鳳
109年第1期,臺北市,臺北市北投社區大學,就愛畫水彩(A),溫牧
109年第1期,臺北市,臺北市北投社區大學,嶺南彩墨花鳥、山水國畫畫法,朱樂民
109年第1期,臺北市,臺北市北投社區大學,想像力插畫,邱嘉怡
109年第1期,臺北市,臺北市北投社區大學,輕鬆敲打爵士鼓,曾淵明
109年第1期,臺北市,臺北市北投社區大學,流行烏克麗麗-快樂玩合奏,許涵妮
109年第1期,臺北市,臺北市北投社區大學,國台語金曲歡唱(A),劉台蘭
109年第1期,臺北市,臺北市北投社區大學,烏克麗麗好好玩(入門)B班,張凱棠
109年第1期,臺北市,臺北市北投社區大學,那卡西-進階彈唱,賴錦華
109年第1期,臺北市,臺北市北投社區大學,歡樂舒壓非洲鼓,胡景文
109年第1期,臺北市,臺北市北投社區大學,主持人應用與實務培訓班,陳文萍
109年第1期,臺北市,臺北市北投社區大學,國台語金曲歡唱(B),劉台蘭
109年第1期,臺北市,臺北市北投社區大學,古箏琴韻,王郁棠
109年第1期,臺北市,臺北市北投社區大學,快樂學唱卡拉OK（A）,陳郁婷
109年第1期,臺北市,臺北市北投社區大學,民謠吉他輕鬆彈(入門),張凱棠
109年第1期,臺北市,臺北市北投社區大學,單鍵盤電子琴初級A,江侑陵
109年第1期,臺北市,臺北市北投社區大學,吉他心視界,許涵妮
109年第1期,臺北市,臺北市北投社區大學,那卡西現場伴奏教唱(A),賴錦華
109年第1期,臺北市,臺北市北投社區大學,單鍵盤電子琴初級B,江侑陵
109年第1期,臺北市,臺北市北投社區大學,彈奏手風琴遨遊世界,黃婕
109年第1期,臺北市,臺北市北投社區大學,彩繪祝福-手繪Henna,黃妍媛
109年第1期,臺北市,臺北市北投社區大學,古箏琴韻基礎,王郁棠
109年第1期,臺北市,臺北市北投社區大學,快樂二胡進階,孫瀛洲
109年第1期,臺北市,臺北市北投社區大學,快樂演奏小提琴,黃聖彥
109年第1期,臺北市,臺北市北投社區大學,台灣歌快樂唱,程偉珊
109年第1期,臺北市,臺北市北投社區大學,快樂二胡基礎,孫瀛洲
109年第1期,臺北市,臺北市北投社區大學,烏克麗麗好好玩(入門)A班,張凱棠
109年第1期,臺北市,臺北市北投社區大學,中國笛簫班,李錫奇
109年第1期,臺北市,臺北市北投社區大學,流行爵士鋼琴輕鬆學,黃昭蓉
109年第1期,臺北市,臺北市北投社區大學,快樂學唱卡拉OK（C）,陳郁婷
109年第1期,臺北市,臺北市北投社區大學,印度舞43,曾郁雅
109年第1期,臺北市,臺北市北投社區大學,流行烏克麗麗彈唱,許涵妮
109年第1期,臺北市,臺北市北投社區大學,快樂學二胡（基礎）,林世凡
109年第1期,臺北市,臺北市北投社區大學,快樂學唱卡拉OK（B）,陳郁婷
109年第1期,臺北市,臺北市北投社區大學,那卡西現場伴奏教唱(B),賴錦華
109年第1期,臺北市,臺北市北投社區大學,手機拍出好照片,閔其慰
109年第1期,臺北市,臺北市北投社區大學,手機拍拍樂玩影像說故事,周政敏
109年第1期,臺北市,臺北市北投社區大學,Aloha Hula夏威夷呼拉舞,林路瓴
109年第1期,臺北市,臺北市北投社區大學,開心歡樂swing排舞主題班,吳靜怡
109年第1期,臺北市,臺北市北投社區大學,陳氏太極拳,林義淵
109年第1期,臺北市,臺北市北投社區大學,五燈國標,陳美安
109年第1期,臺北市,臺北市北投社區大學,國際標準舞進階班,趙馨蓮
109年第1期,臺北市,臺北市北投社區大學,印度MV性感寶萊鄔舞,TUPAKULA  JAGANATH
109年第1期,臺北市,臺北市北投社區大學,體適能有氧暨皮拉提斯核心運動,鍾孟修
109年第1期,臺北市,臺北市北投社區大學,活力有氧,周俊元
109年第1期,臺北市,臺北市北投社區大學,從零基礎學太極,林義淵
109年第1期,臺北市,臺北市北投社區大學,魅力NewJazz舞（入門）,吳采芳
109年第1期,臺北市,臺北市北投社區大學,活力適能有氧運動,胡松德
109年第1期,臺北市,臺北市北投社區大學,舞動人生 - 國際標準舞,胡松德
109年第1期,臺北市,臺北市北投社區大學,瑜珈氣功,李芳玲
109年第1期,臺北市,臺北市北投社區大學,全方位養身瑜珈,賴秀炫
109年第1期,臺北市,臺北市北投社區大學,傳統太極劍及養生氣功系列,陳采惠
109年第1期,臺北市,臺北市北投社區大學,太極拳與氣功養生,黃連順
109年第1期,臺北市,臺北市北投社區大學,全方位瑜珈提斯,賴秀炫
109年第1期,臺北市,臺北市北投社區大學,健身美體瑜伽,江秀芳
109年第1期,臺北市,臺北市北投社區大學,日文卡拉ok歡唱(A),邱兆晴
