年度期別,縣市別,社區大學名稱,課程名稱,課程教師
108年第1期,彰化縣,彰化縣美港西社區大學,國際標準舞－探戈,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,國標拉丁舞動人生舞,賴芳玲
108年第1期,彰化縣,彰化縣美港西社區大學,國標單人拉丁舞,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,國標舞-倫巴,汪雅
108年第1期,彰化縣,彰化縣美港西社區大學,國標舞-華爾滋,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,基礎二胡,李晃翔
108年第1期,彰化縣,彰化縣美港西社區大學,基礎英文會話,王錫隆
108年第1期,彰化縣,彰化縣美港西社區大學,基礎腳底按摩,蔡榮文
108年第1期,彰化縣,彰化縣美港西社區大學,彩妝美姿雕塑,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,排球,黃健倫
108年第1期,彰化縣,彰化縣美港西社區大學,異國風肚皮舞,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,蛋糕丙級證照(隔週上課),陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,創意串珠DIY,高依芳
108年第1期,彰化縣,彰化縣美港西社區大學,創意花藝,張儷齡(妙芬)
108年第1期,彰化縣,彰化縣美港西社區大學,創意蛋糕,陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,創意蛋糕 ,陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,尊巴有氧【A】,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,尊巴有氧【B】,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓放鬆,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓塑身瑜珈【A】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓塑身瑜珈【B】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,鄉村布娃娃,鄭慧妹
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【A】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【B】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【C】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【A】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【B】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【C】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【D】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【E】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【F】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,微型電商創業(每次上課六小時),林宜慶
108年第1期,彰化縣,彰化縣美港西社區大學,新多益 TOEIC,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,楊氏64式太極拳,林蕙玲
108年第1期,彰化縣,彰化縣美港西社區大學,楊家老架太極拳暨防身術,林明國
108年第1期,彰化縣,彰化縣美港西社區大學,瑜珈健康操【A】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,瑜珈健康操【B】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,裝潢木工-休閒木作,洪文堅
108年第1期,彰化縣,彰化縣美港西社區大學,農產品加工,蔡錫鍊
108年第1期,彰化縣,彰化縣美港西社區大學,實用越語輕鬆學,阮金鳳
108年第1期,彰化縣,彰化縣美港西社區大學,綜合肌力訓練,林豐盛
108年第1期,彰化縣,彰化縣美港西社區大學,綠色環保拼布,吳翠娟
108年第1期,彰化縣,彰化縣美港西社區大學,說唱日語進階,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,輕鬆學平面設計與文創,黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,樂活舞蹈運動(日本舞),吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【A】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【B】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【C】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,蔬果雕刻盤飾,楊竣傑
108年第1期,彰化縣,彰化縣美港西社區大學,蝶古巴特生活手作 ,楊甾廩
108年第1期,彰化縣,彰化縣美港西社區大學,輪棒瑜珈,黃純儀
108年第1期,彰化縣,彰化縣美港西社區大學,輪棒瑜珈,李文華
108年第1期,彰化縣,彰化縣美港西社區大學,養生保健,利秉榮
108年第1期,彰化縣,彰化縣美港西社區大學,環保手工皂,何淑蘭
108年第1期,彰化縣,彰化縣美港西社區大學,韓式時尚美睫,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,韓語入門,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,薩克斯風,王金平
108年第1期,彰化縣,彰化縣美港西社區大學,薩克斯風流行樂進階,許孚紳
108年第1期,彰化縣,彰化縣美港西社區大學,籃球-初階,王晨安
108年第1期,彰化縣,彰化縣美港西社區大學,籃球-進階,王晨安
108年第1期,彰化縣,彰化縣美港西社區大學,聽說讀泰語,李淑貞
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動纖體操【A】,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動纖體操【B】,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,讓我們看雲去-民歌演唱,王思文
108年第1期,彰化縣,彰化縣美港西社區大學,觀光日語,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,觀光英文會話,王錫隆
108年第1期,彰化縣,彰化縣美港西社區大學,▇親子氣球藝術,曾淑惠
108年第1期,彰化縣,彰化縣美港西社區大學,█社區影像記錄-攝影,陳泰岳
108年第1期,彰化縣,彰化縣美港西社區大學,█親子玩具科學體驗,黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,█親子藝術創作(3D列印文創),黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,█環保拼布手作,吳翠娟
108年第1期,彰化縣,彰化縣美港西社區大學,★手拉手志工研習社,柯美利
108年第1期,彰化縣,彰化縣美港西社區大學,★北管樂曲入門,鄭夏苗
108年第1期,彰化縣,彰化縣美港西社區大學,★民歌公益表演社,王思文
108年第1期,彰化縣,彰化縣美港西社區大學,★生活布藝手作,王麗娟
108年第1期,彰化縣,彰化縣美港西社區大學,★生活英文(祖孫共學),雷勇/朱慶源
108年第1期,彰化縣,彰化縣美港西社區大學,★地方文化敘事,廖賢娟
108年第1期,彰化縣,彰化縣美港西社區大學,★和美手工傘製作彩繪,徐韻筑
108年第1期,彰化縣,彰化縣美港西社區大學,★和美文史探索,許惠雯
108年第1期,彰化縣,彰化縣美港西社區大學,★社區生態導覽解說,粘清課
108年第1期,彰化縣,彰化縣美港西社區大學,★社區活力劇場研習社,朱淑珍
108年第1期,彰化縣,彰化縣美港西社區大學,★社區活力樂太鼓,楊雯綾
108年第1期,彰化縣,彰化縣美港西社區大學,★社區環保話劇社,張詠詠
108年第1期,彰化縣,彰化縣美港西社區大學,★長期照顧服務原理與實作技巧,楊家裕/陳美華
108年第1期,彰化縣,彰化縣美港西社區大學,★春仔花樂纏社,黃瑪莉
108年第1期,彰化縣,彰化縣美港西社區大學,★活力源源和太鼓社 ,王曉瑋
108年第1期,彰化縣,彰化縣美港西社區大學,★音樂志工表演社,梁慧善
108年第1期,彰化縣,彰化縣美港西社區大學,★風聲鼓動傳藝社,楊雯綾、林奕宏
108年第1期,彰化縣,彰化縣美港西社區大學,★捏麵人藝術,黃興武
108年第1期,彰化縣,彰化縣美港西社區大學,★海洋廢棄物藝術創作,賴岱伶
108年第1期,彰化縣,彰化縣美港西社區大學,★高甲戲曲入門,許村和、黃共灝
108年第1期,彰化縣,彰化縣美港西社區大學,★高甲戲曲研習社,許村和
108年第1期,彰化縣,彰化縣美港西社區大學,★傳統和太鼓表演社,黃素凌
108年第1期,彰化縣,彰化縣美港西社區大學,★傳統戲曲歌仔戲,江陳?蓁
108年第1期,彰化縣,彰化縣美港西社區大學,★傳藝纏花-春仔花手作,黃瑪莉
108年第1期,彰化縣,彰化縣美港西社區大學,★漂流物的再生利用,許心佩
108年第1期,彰化縣,彰化縣美港西社區大學,★銀髮手機APP,蔡永吉
108年第1期,彰化縣,彰化縣美港西社區大學,★閩南戲曲舞敦煌,江陳?蓁
108年第1期,彰化縣,彰化縣美港西社區大學,★樂活手語社,陳富美
108年第1期,彰化縣,彰化縣美港西社區大學,★樂齡國樂表演社,蔡昌佑
108年第1期,彰化縣,彰化縣美港西社區大學,★樂齡復古桌遊,張東晃
108年第1期,彰化縣,彰化縣美港西社區大學,★複合養殖技術-魚菜共生初階(隔週上課),江啟峰
108年第1期,彰化縣,彰化縣美港西社區大學,★織帶基礎編織,彭珮絨
108年第1期,彰化縣,彰化縣美港西社區大學,九九太極拳-傳統套路,林樹茂
108年第1期,彰化縣,彰化縣美港西社區大學,二十四式太極拳,林彥呈
108年第1期,彰化縣,彰化縣美港西社區大學,二胡進階,李晃翔
108年第1期,彰化縣,彰化縣美港西社區大學,三十七、十三式太極拳,梁  盆
108年第1期,彰化縣,彰化縣美港西社區大學,小提琴,劉力嘉
108年第1期,彰化縣,彰化縣美港西社區大學,中式點心乙級證照,謝秀櫻/蘇佩如/陳瓊媛
108年第1期,彰化縣,彰化縣美港西社區大學,中華茶道與生活美學,尤嫣黛
108年第1期,彰化縣,彰化縣美港西社區大學,中餐葷食丙級證照,尤雅敏
108年第1期,彰化縣,彰化縣美港西社區大學,太極養生氣功,柯溪明
108年第1期,彰化縣,彰化縣美港西社區大學,戶外攝影,陳泰岳
108年第1期,彰化縣,彰化縣美港西社區大學,手工皂及保養品DIY,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,手工皂與保養品DIY,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,手作皮革,王麗娟
108年第1期,彰化縣,彰化縣美港西社區大學,手作創意烘培,葉俊呈
108年第1期,彰化縣,彰化縣美港西社區大學,手沖精品咖啡,黃金龍
108年第1期,彰化縣,彰化縣美港西社區大學,日本再生紙藤編織,劉素萍
108年第1期,彰化縣,彰化縣美港西社區大學,日本和諧粉彩,賴佩怡
108年第1期,彰化縣,彰化縣美港西社區大學,日本舞,陳映慈
108年第1期,彰化縣,彰化縣美港西社區大學,日語50音,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,日語初級,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,日語初級文法入門,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,日語進階,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,毛線編織,曾佩容
108年第1期,彰化縣,彰化縣美港西社區大學,四十二式太極劍,林蕙玲
108年第1期,彰化縣,彰化縣美港西社區大學,生活彩妝實務,戴嘉賢
108年第1期,彰化縣,彰化縣美港西社區大學,生涯規劃,陳永瑜
108年第1期,彰化縣,彰化縣美港西社區大學,皮拉提斯瑜珈(共12週),謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,休閒木作,洪文堅
108年第1期,彰化縣,彰化縣美港西社區大學,有氧健身舞,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,有氧體適能,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,羽球,柯俊吉
108年第1期,彰化縣,彰化縣美港西社區大學,行銷商務管理,王俊傑
108年第1期,彰化縣,彰化縣美港西社區大學,西洋長笛,鄭姍姍
108年第1期,彰化縣,彰化縣美港西社區大學,西班牙語入門,林富美
108年第1期,彰化縣,彰化縣美港西社區大學,佛朗明哥肚皮舞,"李宜蓁/黃羽璇
"
108年第1期,彰化縣,彰化縣美港西社區大學,形意拳、八卦掌,林樹茂
108年第1期,彰化縣,彰化縣美港西社區大學,快樂學烘培,鄭嘉慶/陳春容
108年第1期,彰化縣,彰化縣美港西社區大學,男性養生瑜珈,黃純儀
108年第1期,彰化縣,彰化縣美港西社區大學,那卡西懷舊歌唱,柯蒼松
108年第1期,彰化縣,彰化縣美港西社區大學,咖啡自然農法,蔡錫鍊
108年第1期,彰化縣,彰化縣美港西社區大學,居家芳療與保健,王美戀
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞入門-恰恰,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞-倫巴,汪雅
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞-捷舞,汪雅
108年第1期,彰化縣,彰化縣美港西社區大學,芳香精油洞悉卡,賴佩怡
108年第1期,彰化縣,彰化縣美港西社區大學,金屬藝術線編織,許麗鈴
108年第1期,彰化縣,彰化縣美港西社區大學,青春樂鼓社,楊雯綾
108年第1期,彰化縣,彰化縣美港西社區大學,映月古流-生活花藝美學,呂杏子
108年第1期,彰化縣,彰化縣美港西社區大學,柔道入門,姚宏欣
108年第1期,彰化縣,彰化縣美港西社區大學,流行MV舞蹈【A】,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,流行MV舞蹈【B】,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,流行鋼琴/電子琴,梁慧善
108年第1期,彰化縣,彰化縣美港西社區大學,英文發音與會話,王錫隆
108年第1期,彰化縣,彰化縣美港西社區大學,英文歌唱,鄭姍姍
108年第1期,彰化縣,彰化縣美港西社區大學,英語基礎會話,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,英語基礎會話,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,家事清潔達人,許煌龍
108年第1期,彰化縣,彰化縣美港西社區大學,時尚布感織帶編織包,彭珮絨
108年第1期,彰化縣,彰化縣美港西社區大學,時尚男女剪吹造型,陳鳳娥
108年第1期,彰化縣,彰化縣美港西社區大學,書法的藝術創作,謝忠田
108年第1期,彰化縣,彰化縣美港西社區大學,書法藝術賞析與習作,曾梓棟
108年第1期,彰化縣,彰化縣美港西社區大學,氣功推手與四十二式太極拳,余添益
108年第1期,彰化縣,彰化縣美港西社區大學,烏克麗麗【A】,梁慧善
108年第1期,彰化縣,彰化縣美港西社區大學,烏克麗麗【B】,梁慧善
108年第1期,彰化縣,彰化縣美港西社區大學,烘焙乙級證照(隔週上課),鄭嘉慶/陳春容
108年第1期,彰化縣,彰化縣美港西社區大學,紓壓瑜珈【A】,李文華
108年第1期,彰化縣,彰化縣美港西社區大學,紓壓瑜珈【B】,李文華
108年第1期,彰化縣,彰化縣美港西社區大學,茶道,張偉倫
108年第1期,彰化縣,彰化縣美港西社區大學,茶點製作,吳寶仁
108年第1期,彰化縣,彰化縣美港西社區大學,健身養心瑜珈【A】,王美孋
108年第1期,彰化縣,彰化縣美港西社區大學,健身養心瑜珈【B】,王美孋
108年第1期,彰化縣,彰化縣美港西社區大學,健身養心瑜珈【C】,王美孋
108年第1期,彰化縣,彰化縣美港西社區大學,健身養心瑜珈【D】,王美孋
108年第1期,彰化縣,彰化縣美港西社區大學,健康有氧體適能運動舞,王翠卿
108年第1期,彰化縣,彰化縣美港西社區大學,健康養生操,吳茹慧
108年第1期,彰化縣,彰化縣美港西社區大學,國畫/花鳥,林映彤
108年第1期,彰化縣,彰化縣美港西社區大學,國畫-花鳥,林映彤
108年第1期,彰化縣,彰化縣美港西社區大學,國畫-花鳥,林映彤
108年第1期,彰化縣,彰化縣美港西社區大學,國際標準舞－探戈,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,國標拉丁舞動人生舞,賴芳玲
108年第1期,彰化縣,彰化縣美港西社區大學,國標單人拉丁舞,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,國標舞-倫巴,汪雅
108年第1期,彰化縣,彰化縣美港西社區大學,國標舞-華爾滋,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,基礎二胡,李晃翔
108年第1期,彰化縣,彰化縣美港西社區大學,基礎英文會話,王錫隆
108年第1期,彰化縣,彰化縣美港西社區大學,基礎腳底按摩,蔡榮文
108年第1期,彰化縣,彰化縣美港西社區大學,彩妝美姿雕塑,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,排球,黃健倫
108年第1期,彰化縣,彰化縣美港西社區大學,異國風肚皮舞,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,蛋糕丙級證照(隔週上課),陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,創意串珠DIY,高依芳
108年第1期,彰化縣,彰化縣美港西社區大學,創意花藝,張儷齡(妙芬)
108年第1期,彰化縣,彰化縣美港西社區大學,創意蛋糕,陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,創意蛋糕 ,陳威廷
108年第1期,彰化縣,彰化縣美港西社區大學,尊巴有氧【A】,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,尊巴有氧【B】,李宜蓁
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓放鬆,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓塑身瑜珈【A】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,舒壓塑身瑜珈【B】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,鄉村布娃娃,鄭慧妹
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【A】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【B】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身有氧【C】,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【A】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【B】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【C】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【D】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【E】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,塑身瑜珈【F】,王美惠
108年第1期,彰化縣,彰化縣美港西社區大學,微型電商創業(每次上課六小時),林宜慶
108年第1期,彰化縣,彰化縣美港西社區大學,新多益 TOEIC,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,楊氏64式太極拳,林蕙玲
108年第1期,彰化縣,彰化縣美港西社區大學,楊家老架太極拳暨防身術,林明國
108年第1期,彰化縣,彰化縣美港西社區大學,瑜珈健康操【A】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,瑜珈健康操【B】,謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,裝潢木工-休閒木作,洪文堅
108年第1期,彰化縣,彰化縣美港西社區大學,農產品加工,蔡錫鍊
108年第1期,彰化縣,彰化縣美港西社區大學,實用越語輕鬆學,阮金鳳
108年第1期,彰化縣,彰化縣美港西社區大學,綜合肌力訓練,林豐盛
108年第1期,彰化縣,彰化縣美港西社區大學,綠色環保拼布,吳翠娟
108年第1期,彰化縣,彰化縣美港西社區大學,說唱日語進階,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,輕鬆學平面設計與文創,黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,樂活舞蹈運動(日本舞),吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【A】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【B】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,瘦身舞&能量瑜珈【C】,邱芷黎
108年第1期,彰化縣,彰化縣美港西社區大學,蔬果雕刻盤飾,楊竣傑
108年第1期,彰化縣,彰化縣美港西社區大學,蝶古巴特生活手作 ,楊甾廩
108年第1期,彰化縣,彰化縣美港西社區大學,輪棒瑜珈,黃純儀
108年第1期,彰化縣,彰化縣美港西社區大學,輪棒瑜珈,李文華
108年第1期,彰化縣,彰化縣美港西社區大學,養生保健,利秉榮
108年第1期,彰化縣,彰化縣美港西社區大學,環保手工皂,何淑蘭
108年第1期,彰化縣,彰化縣美港西社區大學,韓式時尚美睫,江惠君
108年第1期,彰化縣,彰化縣美港西社區大學,韓語入門,李忠華
108年第1期,彰化縣,彰化縣美港西社區大學,薩克斯風,王金平
108年第1期,彰化縣,彰化縣美港西社區大學,薩克斯風流行樂進階,許孚紳
108年第1期,彰化縣,彰化縣美港西社區大學,籃球-初階,王晨安
108年第1期,彰化縣,彰化縣美港西社區大學,籃球-進階,王晨安
108年第1期,彰化縣,彰化縣美港西社區大學,聽說讀泰語,李淑貞
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動纖體操【A】,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,體氣圓融舞動纖體操【B】,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,讓我們看雲去-民歌演唱,王思文
108年第1期,彰化縣,彰化縣美港西社區大學,觀光日語,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,觀光英文會話,王錫隆
108年第1期,彰化縣,彰化縣美港西社區大學,▇親子氣球藝術,曾淑惠
108年第1期,彰化縣,彰化縣美港西社區大學,█社區影像記錄-攝影,陳泰岳
108年第1期,彰化縣,彰化縣美港西社區大學,█親子玩具科學體驗,黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,█親子藝術創作(3D列印文創),黃崇堯
108年第1期,彰化縣,彰化縣美港西社區大學,█環保拼布手作,吳翠娟
108年第1期,彰化縣,彰化縣美港西社區大學,★手拉手志工研習社,柯美利
108年第1期,彰化縣,彰化縣美港西社區大學,★北管樂曲入門,鄭夏苗
108年第1期,彰化縣,彰化縣美港西社區大學,★民歌公益表演社,王思文
108年第1期,彰化縣,彰化縣美港西社區大學,★生活布藝手作,王麗娟
108年第1期,彰化縣,彰化縣美港西社區大學,★生活英文(祖孫共學),雷勇/朱慶源
108年第1期,彰化縣,彰化縣美港西社區大學,★地方文化敘事,廖賢娟
108年第1期,彰化縣,彰化縣美港西社區大學,★和美手工傘製作彩繪,徐韻筑
108年第1期,彰化縣,彰化縣美港西社區大學,★和美文史探索,許惠雯
108年第1期,彰化縣,彰化縣美港西社區大學,★社區生態導覽解說,粘清課
108年第1期,彰化縣,彰化縣美港西社區大學,★社區活力劇場研習社,朱淑珍
108年第1期,彰化縣,彰化縣美港西社區大學,★社區活力樂太鼓,楊雯綾
108年第1期,彰化縣,彰化縣美港西社區大學,★社區環保話劇社,張詠詠
108年第1期,彰化縣,彰化縣美港西社區大學,★長期照顧服務原理與實作技巧,楊家裕/陳美華
108年第1期,彰化縣,彰化縣美港西社區大學,★春仔花樂纏社,黃瑪莉
108年第1期,彰化縣,彰化縣美港西社區大學,★活力源源和太鼓社 ,王曉瑋
108年第1期,彰化縣,彰化縣美港西社區大學,★音樂志工表演社,梁慧善
108年第1期,彰化縣,彰化縣美港西社區大學,★風聲鼓動傳藝社,楊雯綾、林奕宏
108年第1期,彰化縣,彰化縣美港西社區大學,★捏麵人藝術,黃興武
108年第1期,彰化縣,彰化縣美港西社區大學,★海洋廢棄物藝術創作,賴岱伶
108年第1期,彰化縣,彰化縣美港西社區大學,★高甲戲曲入門,許村和、黃共灝
108年第1期,彰化縣,彰化縣美港西社區大學,★高甲戲曲研習社,許村和
108年第1期,彰化縣,彰化縣美港西社區大學,★傳統和太鼓表演社,黃素凌
108年第1期,彰化縣,彰化縣美港西社區大學,★傳統戲曲歌仔戲,江陳?蓁
108年第1期,彰化縣,彰化縣美港西社區大學,★傳藝纏花-春仔花手作,黃瑪莉
108年第1期,彰化縣,彰化縣美港西社區大學,★漂流物的再生利用,許心佩
108年第1期,彰化縣,彰化縣美港西社區大學,★銀髮手機APP,蔡永吉
108年第1期,彰化縣,彰化縣美港西社區大學,★閩南戲曲舞敦煌,江陳?蓁
108年第1期,彰化縣,彰化縣美港西社區大學,★樂活手語社,陳富美
108年第1期,彰化縣,彰化縣美港西社區大學,★樂齡國樂表演社,蔡昌佑
108年第1期,彰化縣,彰化縣美港西社區大學,★樂齡復古桌遊,張東晃
108年第1期,彰化縣,彰化縣美港西社區大學,★複合養殖技術-魚菜共生初階(隔週上課),江啟峰
108年第1期,彰化縣,彰化縣美港西社區大學,★織帶基礎編織,彭珮絨
108年第1期,彰化縣,彰化縣美港西社區大學,九九太極拳-傳統套路,林樹茂
108年第1期,彰化縣,彰化縣美港西社區大學,二十四式太極拳,林彥呈
108年第1期,彰化縣,彰化縣美港西社區大學,二胡進階,李晃翔
108年第1期,彰化縣,彰化縣美港西社區大學,三十七、十三式太極拳,梁  盆
108年第1期,彰化縣,彰化縣美港西社區大學,小提琴,劉力嘉
108年第1期,彰化縣,彰化縣美港西社區大學,中式點心乙級證照,謝秀櫻/蘇佩如/陳瓊媛
108年第1期,彰化縣,彰化縣美港西社區大學,中華茶道與生活美學,尤嫣黛
108年第1期,彰化縣,彰化縣美港西社區大學,中餐葷食丙級證照,尤雅敏
108年第1期,彰化縣,彰化縣美港西社區大學,太極養生氣功,柯溪明
108年第1期,彰化縣,彰化縣美港西社區大學,戶外攝影,陳泰岳
108年第1期,彰化縣,彰化縣美港西社區大學,手工皂及保養品DIY,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,手工皂與保養品DIY,鄭綵緁
108年第1期,彰化縣,彰化縣美港西社區大學,手作皮革,王麗娟
108年第1期,彰化縣,彰化縣美港西社區大學,手作創意烘培,葉俊呈
108年第1期,彰化縣,彰化縣美港西社區大學,手沖精品咖啡,黃金龍
108年第1期,彰化縣,彰化縣美港西社區大學,日本再生紙藤編織,劉素萍
108年第1期,彰化縣,彰化縣美港西社區大學,日本和諧粉彩,賴佩怡
108年第1期,彰化縣,彰化縣美港西社區大學,日本舞,陳映慈
108年第1期,彰化縣,彰化縣美港西社區大學,日語50音,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,日語初級,吳子瀠
108年第1期,彰化縣,彰化縣美港西社區大學,日語初級文法入門,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,日語進階,濱健二
108年第1期,彰化縣,彰化縣美港西社區大學,毛線編織,曾佩容
108年第1期,彰化縣,彰化縣美港西社區大學,四十二式太極劍,林蕙玲
108年第1期,彰化縣,彰化縣美港西社區大學,生活彩妝實務,戴嘉賢
108年第1期,彰化縣,彰化縣美港西社區大學,生涯規劃,陳永瑜
108年第1期,彰化縣,彰化縣美港西社區大學,皮拉提斯瑜珈(共12週),謝燕卿
108年第1期,彰化縣,彰化縣美港西社區大學,休閒木作,洪文堅
108年第1期,彰化縣,彰化縣美港西社區大學,有氧健身舞,朱素瑛
108年第1期,彰化縣,彰化縣美港西社區大學,有氧體適能,王美智
108年第1期,彰化縣,彰化縣美港西社區大學,羽球,柯俊吉
108年第1期,彰化縣,彰化縣美港西社區大學,行銷商務管理,王俊傑
108年第1期,彰化縣,彰化縣美港西社區大學,西洋長笛,鄭姍姍
108年第1期,彰化縣,彰化縣美港西社區大學,西班牙語入門,林富美
108年第1期,彰化縣,彰化縣美港西社區大學,佛朗明哥肚皮舞,"李宜蓁/黃羽璇
"
108年第1期,彰化縣,彰化縣美港西社區大學,形意拳、八卦掌,林樹茂
108年第1期,彰化縣,彰化縣美港西社區大學,快樂學烘培,鄭嘉慶/陳春容
108年第1期,彰化縣,彰化縣美港西社區大學,男性養生瑜珈,黃純儀
108年第1期,彰化縣,彰化縣美港西社區大學,那卡西懷舊歌唱,柯蒼松
108年第1期,彰化縣,彰化縣美港西社區大學,咖啡自然農法,蔡錫鍊
108年第1期,彰化縣,彰化縣美港西社區大學,居家芳療與保健,王美戀
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞入門-恰恰,彭秀妹
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞-倫巴,汪雅
108年第1期,彰化縣,彰化縣美港西社區大學,社交舞-捷舞,汪雅
