年度期別,縣市別,社區大學名稱,據點名稱,據點地址
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,鼓山區龍子里活動中心,高雄市鼓山區中華一路2133巷47號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,三民區安宜里活動中心,高雄市三民區自立一路535號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,陽明國中,高雄市三民區義華路166號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,左營國中,高雄市左營區曾子路281號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,右昌國中,高雄市楠梓區盛昌街161號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,ART活動教室,高雄市左營區文川路433號(地下室)
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,昱禾樂橋頭農場,捷運橋頭火車站1號出口旁
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,眾樂樂工作室,三民區龍?路15-1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,魚菜共生農場,澄新四街28號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,綠色協會,博愛一路70號8-2
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,萬福中華聖母堂,中華一路25號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,育祥工作室,三民區光武路72號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,科工館,三民區九如一路720號(戶外)
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,福山國中,左營區重信路215號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,文自舞蹈工作室,左營區文自路238號4樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,三民游泳池,自由一路50號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,凹子底廣場,凹子底捷運站4號出口
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,圖書館左新分館,博愛三路453號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,簡愛咖啡,鼓山區河川街76巷6弄2號
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,昱禾樂食農創作廚房,橋頭區興糖路3巷3號/捷運R22.3號出口
109年秋季班 ( 含暑期班 ),高雄市,高雄市港都社區大學,圖書館寶珠分館,大順二路468號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,校本部,高雄市岡山區柳橋東路36號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,和平國小,高雄市岡山區和平路一號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,凡穀創意工作坊,高雄市岡山區公園西路三段134號2F
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,美加美烘焙坊,高雄市岡山區大仁路105號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,湖內區葉厝里,高雄市湖內區葉厝里清水街50巷7號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,橋頭中崎有機農業專區A1,橋頭中崎有機農業專區A1
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,阿蓮區老人活動中心,高雄市阿蓮區成功街66號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,工作室,高雄市茄萣區光定里9鄰茄萣路一段201號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,工作室,高雄市梓官區梓官路361號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,路竹區下坑里,高雄市路竹區下坑村太平路315號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,田寮斗姥廟,高雄市田寮區七星里6鄰七星路68之50號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,永安區漁會,高雄市永安區新港里新興路66-1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,彌陀圖書館公園分館,高雄市彌陀區中正路281巷50號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,永安市立圖書館永安分館,高雄市永安區永華路49號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,尖山社區活動中心,高雄市燕巢區尖山里紅山巷91 號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,程香社區,岡山區華園二路15號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,303巷花藝教室,岡山區岡山路303巷36號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,音樂教室,梓官區和平路265號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,岡山里活動中心,岡山區新樂街77-3號
109年秋季班 ( 含暑期班 ),高雄市,高雄市岡山社區大學,路竹圖書館,路竹區國昌路86巷9號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,中正國小,830高雄市鳳山區勝利路2號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,協和里活動中心,830高雄市鳳山區五權南路231號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,五甲國中,830高雄市鳳山區龍成路111號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,高雄市政府社會局婦幼青少年活動中心,830高雄市鳳山區光復路二段120號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,心福田,833高雄市鳥松區大同路23-5號旁
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,大寮區公所 ,831高雄市大寮區鳳林三路492號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,大德書法教室,830高雄市鳳山區大德街82號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,?埔自然園地,833高雄市鳥松區?埔路4巷10號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,中山國小,830高雄市鳳山區光復路一段120巷8號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,海軍明德訓練班,830高雄市鳳山區勝利路10號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,放木創作工坊,830高雄市鳳山區鳳仁路156-1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,大東文化藝術中心藝文教室,830高雄市鳳山區光遠路161號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,大樹圖書二館,840高雄市大樹區久堂路97之 1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,後庄社區活動中心,831高雄市大寮區民族路311號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,中庄社區活動中心,831高雄市大寮區四維路340號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,大東藝術圖書館2樓,830高雄市鳳山區光遠路161號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,山仔頂教室,831大寮區力行路88-1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,忠孝國小,830高雄市鳳山區新富路630號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鳳山社區大學,中正215教室,鳳山區中正路215號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,後勁國小(校本部),高雄市楠梓區加昌路216號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,後勁國中,高雄市楠梓區加昌路180號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,國昌國中,高雄市楠梓區德民路1010號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,右昌國中,高雄市楠梓區盛昌街161號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,橋仔頭白屋,高雄市橋頭區興堂路2巷14號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,atti咖啡研究工坊,高雄市三民區興隆街58號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,鳳屏宮,高雄市楠梓區後勁東路22號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,台灣羅馬字協會(仁武分會),高雄市仁武區八卦里八德西路1658-5號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,宏毅宏榮宏南里聯合里民活動中心,高雄市楠梓區宏毅二路南12巷2號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,灣內國小,高雄市仁武區仁心路31號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,天印藝術工作室,高雄市仁武區澄觀路一段152巷33弄57-1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,大社國中,高雄市大社區翠屏路100號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,燕巢國中,高雄市燕巢區中興路267號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,燕巢圖書館,高雄市燕巢區中民路592號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,莒光國小,高雄市楠梓區後昌路842號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,楠梓高中,高雄市楠梓區清豐路19號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,真正昌社區關懷據點,楠梓區軍校路880巷36弄18號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,橋頭圖書館,高雄市橋頭區隆豐路7號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,惠豐里活動中心,高雄市楠梓區惠豐里青田街87號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,貝蒂舞蹈夢想館,高雄市楠梓區裕昌街312號2樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,清福寺,高雄市楠梓區土庫八街277號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,秝玨教室,高雄市仁武區仁林路35號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,楠梓坑分班,高雄市楠梓區楠梓東街23號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,土庫分班,高雄市楠梓區土庫路81號
109年秋季班 ( 含暑期班 ),高雄市,高雄市北高雄社區大學,享愛 Share Love 烘焙手作藝文空間,高雄市楠梓區青田街58號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立復興國小,高雄市前鎮區民權二路331號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄捷運獅甲站,高雄市前鎮區中山三路150號B1
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,愛群社區自治育兒資源中心, 高雄市前鎮區二聖二路194號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,竹西里里民活動中心,高雄市前鎮區廣東三街73號3樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,幸福童愛館, 高雄市前鎮區同安路120號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市銀髮族市民農園,高雄市前鎮區衙信二街與衙信三街交接路口
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,童心藝術小學堂,高雄市前鎮區鎮東一街118號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,鎮陽社區發展協會,高雄市前鎮區興順街40號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市興仁國中,高雄市前鎮區德昌路345號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立太平國小,高雄市小港區營口路1號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄公園老人活動中心,高雄市小港區中山四路29號（高雄公園內）
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,戀舞舞蹈工作室,高雄市小港區平治街42號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,布?屋拼布教室,高雄市小港區平治街46號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立林園國小, 高雄市林園區忠孝西路20號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立圖書館林園分館,高雄市林園區林園北路236號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,謝妮橖舞蹈學院林園教室,高雄市林園區鳳林路一段220號2樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立圖書館草衙分館,高雄市前鎮區新衙路17號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,花栗手作烘焙教室,高雄市前鎮區南寧街167號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,高雄市立圖書館前鎮分館,高雄市前鎮區保泰路303號4-5樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,御之味工坊烘焙教室,高雄市小港區松福街123號1樓
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,溪州學堂,高雄市林園區溪洲里溪州二路272巷2號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,悠靜空間-精品咖啡館,高雄市林園區王公里仁愛路265號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,陶自繪館,高雄市林園區王公里信義路69巷40號
109年秋季班 ( 含暑期班 ),高雄市,高雄市鎮港園社區大學,羅老師瑜珈教室,高雄市林園區信義路63號3樓
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,福和國中,永和區永利路71號
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,福和生態教育園區,新北市永和區環河東路三段
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,四號公園香藥草花園,新北市永和區安樂路204-216號
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,民權市民活動中心, 新北市永和區民權路60號4樓
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,青年社會住宅,新北市永和區中正路666巷70號
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,秀朗市民活動中心,新北市永和區成功路一段1號
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,永安市民活動中心,新北市永和區安樂路431號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市永和社區大學,福和生態教育實驗農場,新北市永和區環河東路三段
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市中山國中,新北市板橋區文化路1段188巷56號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市瑞芳國小,新北市瑞芳區中山路2號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市平溪國小,新北市平溪區平溪街56號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市柑林國小,新北市雙溪區長源里柑腳三號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市福隆國小,新北市貢寮區福隆里東興街35號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市瑞芳國小碩仁校區,新北市瑞芳區魚寮路146號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市廣福國小,新北市土城區學府路一段129-125號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市大觀國小,新北市板橋區大觀路一段30號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,新北市忠孝國中,新北市板橋區成都街30號
109年秋季班 ( 含暑期班 ),新北市,新北市板橋社區大學,瑞芳區龍山里活動中心,新北市瑞芳區逢甲路274-2號
109年秋季班 ( 含暑期班 ),新北市,新北市蘆荻社區大學,新北市蘆洲區鷺江國民小學,新北市蘆洲區民族路7號
109年秋季班 ( 含暑期班 ),新北市,新北市蘆荻社區大學,社區灶咖教室,蘆洲區信義路266巷9號1樓
109年秋季班 ( 含暑期班 ),新北市,新北市蘆荻社區大學,鷺江國中校區,新北市蘆洲區長樂路235號
109年秋季班 ( 含暑期班 ),新北市,新北市蘆荻社區大學,三民高中校區,新北市蘆洲區三民路96號
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,新莊高中校區,新北市新莊區中平路135號
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,頭前國中校區,新北市新莊區中原路2號
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,頭前國小校區,新北市新莊區化成路231號
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,楓樹福泰活動中心,新北市泰山區楓江路26巷26號
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,中環市民活動中心,新莊區中環路二段392號之1
109年秋季班 ( 含暑期班 ),新北市,新北市新莊社區大學,國泰國小,新北市新莊區中正路386號
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,新北市立林口高中,新北市林口區仁愛路2段173號
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,南勢活動中心,新北市林口區南勢二街154號
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,林口國小,新北市林口區林口路76號
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,東勢市民活動中心,新北市林口區麗園一街35號3樓
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,五股活動中心,新北市五股區工商路127號
109年秋季班 ( 含暑期班 ),新北市,新北市林口社區大學,仁愛活動中心,新北市林口區仁愛里文化一路一段137號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,博蒂高球場,新北市新店區中興路三段1號5樓-1
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,新店崇光社區大學,新北市新店區三民路19號
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,烏來區公所,新北市烏來區忠治里新烏路5段111號
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,永定國小,新北市石碇區靜安路一段245號
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,坪林區公所,新北市坪林區坪林街101號
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,深坑區第一市民活動中心,新北市深坑區北深路一段83巷8弄36號
109年秋季班 ( 含暑期班 ),新北市,新北市新店崇光社區大學,天主教新店中華聖母堂,新北市新店區中正路367號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,淡水文化園區,新北市淡水區鼻頭街22號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,鄧公國小,新北市淡水區學府路99號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,正德國中,新北市淡水區北新路109號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,大崁國小,新北市八里區忠八街2號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,三芝國中,新北市三芝區淡金路一段38號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,程氏古厝,新北市淡水新民街一段138巷7號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,愛滬發展中心,新北市淡水區沙崙路300號9樓
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,淡水紅樓,新北市淡水區三民街2巷6號
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,影飛旋舞蹈藝術中心,新北市淡水區中正東路二段29-5號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,竿蓁市民活動中心,新北市淡水區中正東路一段3巷6號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,水碓市民活動中心,新北市淡水區中山北路一段158號8F
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,五里市民活動中心,新北市淡水區中正路65號5樓
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,三芝圖書館,新北市三芝區淡金路一段37號1樓
109年秋季班 ( 含暑期班 ),新北市,新北市淡水社區大學,獨木舟水上訓練中心,新北市八里區龍米路二段
109年秋季班 ( 含暑期班 ),新北市,新北市中和社區大學,中和國中,中和區興南路二段3巷17號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,新北市立樹林區彭福國民小學,238新北市樹林區忠孝街30號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,圳福活動中心,238新北市樹林區中正路21號-1
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,樹西活動中心,238新北市樹林區復興路225巷2號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,區務教室,238新北市樹林區文化街112巷2號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,新北市樹林區樹林國民小學,238新北市樹林區育英街176號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,新北市立桃子腳國民中小學,238新北市樹林區學勤路555號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,東昇第二活動中心,238新北市樹林區中山路二段80號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,新北市立樹林高級中學,238新北市樹林區中華路8號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,北園市民活動中心, 238新北市樹林區佳園路三段15號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,柑園活動中心, 238新北市樹林區佳園路三段128號
109年秋季班 ( 含暑期班 ),新北市,新北市樹林社區大學,新北市立中正國中,土城區金城路二段247號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,光榮校區,新北市三重區介壽路32號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,厚德國小,新北市三重區忠孝路一段７０號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,正義國小,新北市三重區信義西街３１號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,厚德活動中心,新北市三重區三和路三段170巷49號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,菜寮活動中心,新北市三重區中寮街57巷18號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,光興活動中心,241新北市三重區正義南路62號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,二重國中, 241新北市三重區忠孝路三段89號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,三重國小,三重區三和路3段1號
109年秋季班 ( 含暑期班 ),新北市,新北市三重社區大學,碧華國小,新北市三重區五華街160號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,三峽國中校本部,新北市三峽區復興路238號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,社大鶯歌教室,新北市鶯歌區文化路181號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,昌福國小,新北市鶯歌區永明街22號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,龍埔國小,新北市三峽區大學路66號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,永吉國小,鶯歌區德昌二街2號
109年秋季班 ( 含暑期班 ),新北市,新北市三鶯社區大學,愛國教室,新北市三峽區愛國路8號2樓
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市萬金石海洋社區大學校本部,新北市萬里區瑪鋉路15號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市萬里區萬里里文化大樓,新北市萬里區瑪鋉路221號5樓
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市立金山區金美國民小學,新北市金山區忠孝一路111號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市立石門區石門國民中學,新北市石門區中央路1-9號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市萬里區公所,新北市萬里區瑪鋉路123號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市萬里區萬里國民小學,新北市萬里區瑪鋉路18號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市萬里衛生所,新北市萬里區瑪鋉路157號
109年秋季班 ( 含暑期班 ),新北市,新北市萬金石海洋社區大學,新北市石門區山溪市民活動中心,新北市石門區山溪里老崩山6之5號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區文化市民活動中心學習點,汐止區南興路83巷17號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止國中主校區,汐止區大同路二段394號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區興福市民活動中心學習點,汐止區福德一路141巷50、52號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止褔德市民活動中心學習點,汐止區褔德一路232號之一2樓
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區橋東里活動中心學習點,221新北市汐止區茄苳路82號22177
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,火車站音樂教室學習點,汐止區信義路一號2F
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止建成里活動中心學習點,新北市汐止區建成路39號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區湖光市民活動中心學習點,22157新北市汐止區康寧街520號之1號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區復興里活動中心學習點,701台南市東區裕忠路456號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區茄苳里活動中心學習點,汐止區茄苳路225巷35號3樓
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區康福市民活動中心學習點,221新北市汐止區福德三路9號
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區江北里活動中心學習點,221新北市汐止區汐萬路一段81號2 樓
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止區崇德里活動中心學習點,221新北市汐止區汐萬路一段81號2 樓
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,行動農學習點(戶外田園),汐止區鄉長路二段167巷旁農地
109年秋季班 ( 含暑期班 ),新北市,新北市汐止社區大學,汐止天峰谷戶外柴燒窯場,汐止區汐平路二段107號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣宜蘭社區大學,結頭份分班,宜蘭縣員山鄉永同路二段186號之1
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣宜蘭社區大學,頭城分班,宜蘭縣頭城鎮纘祥路39號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣宜蘭社區大學,礁溪分班,宜蘭縣礁溪鄉德陽路106號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,長安社區分班,宜蘭縣蘇澳鎮長安里勝利路1~1號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,蘇澳社區分班,宜蘭縣蘇澳鎮隘丁路36號 
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,二結王公廟分班,宜蘭縣五結鄉舊街一路80號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,傳藝分班,宜蘭縣五結鄉五濱路二段201號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,清溝社區分班,宜蘭縣冬山鄉光明路55號
109年秋季班 ( 含暑期班 ),宜蘭縣,宜蘭縣羅東社區大學,梅花社區分班,宜蘭縣冬山鄉得安村下湖路218-1號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,新屋婦幼館(新屋分部),新屋區中山路370號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,平鎮辦事處,平鎮區中豐路363號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,新屋國中,新屋區中興路111號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,楊心國小, 楊梅區金華街100號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,楊梅區公所,楊梅區大成路2號
109年秋季班 ( 含暑期班 ),桃園市,桃園市新楊平社區大學,平鎮婦幼館,平鎮區廣成街10號
