年度期別,縣市別,社區大學名稱,據點名稱,據點地址
109年秋季班 ( 含暑期班 ),臺北市,臺北市松山社區大學,臺北市中崙高級中學,臺北市松山區八德路4段101號
109年秋季班 ( 含暑期班 ),臺北市,臺北市南港社區大學,成德校本部,臺北市南港區東新街108巷23號
109年秋季班 ( 含暑期班 ),臺北市,臺北市南港社區大學,港工校區, 臺北市南港區興中路29號
109年秋季班 ( 含暑期班 ),臺北市,臺北市南港社區大學,南軟教室,臺北市南港區三重路19-10號
109年秋季班 ( 含暑期班 ),臺北市,臺北市文山社區大學,臺北市立木柵國民中學,臺北市文山區木柵路三段102巷12號
109年秋季班 ( 含暑期班 ),臺北市,臺北市北投社區大學,臺北市立石牌國民小學,臺北市北投區致遠二路80號
109年秋季班 ( 含暑期班 ),臺北市,臺北市北投社區大學,秀山里里民活動中心,台北市中和街534號10樓
109年秋季班 ( 含暑期班 ),臺北市,臺北市北投社區大學,凱達格蘭文化館,台北市北投區中山路3-1號
109年秋季班 ( 含暑期班 ),臺北市,臺北市北投社區大學,淳覺植饌咖啡坊,台北市北投區北投路二段17號
109年秋季班 ( 含暑期班 ),臺北市,臺北市北投社區大學,臺北市立關渡國民中學,台北市北投區知行路212號
109年秋季班 ( 含暑期班 ),臺北市,臺北市萬華社區大學,萬華國中分校區,台北市萬華區西藏路201號
109年秋季班 ( 含暑期班 ),臺北市,臺北市信義社區大學,臺北市立信義國民中學,臺北市信義區松仁路158巷1號
109年秋季班 ( 含暑期班 ),臺北市,臺北市內湖社區大學,臺北市內湖高級工業職業學校,臺北市內湖路一段520號
109年秋季班 ( 含暑期班 ),臺北市,臺北市內湖社區大學,臺北市網球中心,台北市內湖區民權東路六段208號37號
109年秋季班 ( 含暑期班 ),臺北市,臺北市大同社區大學,臺北市立建成國民中學,臺北市大同區長安西路37-1號
109年秋季班 ( 含暑期班 ),臺北市,臺北市士林社區大學,教學點,臺北市承德路4段190號及192號3樓
109年秋季班 ( 含暑期班 ),臺北市,臺北市大安社區大學,台北市私立開平餐飲職業學校,台北市大安區復興南路二段148巷24號
109年秋季班 ( 含暑期班 ),臺北市,臺北市大安社區大學,台北市私立東方高級工商職業學校,台北市大安區信義路四段186巷7號1樓
109年秋季班 ( 含暑期班 ),臺北市,臺北市中正社區大學,臺北市中正社區大學,100臺北市中正區濟南路一段6號 
109年秋季班 ( 含暑期班 ),臺北市,臺北市中山社區大學,臺北市中山社區大學,臺北市中山區新生北路3段55號
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,中工教室,臺中市西屯區中工三路199號2樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,世貿教室,臺中市天保街60號
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,中山國中,臺中市西屯區寧夏路179號
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,重慶國小,臺中市西屯區重慶路358號
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,沙鹿高工,臺中市沙鹿區台灣大道7段823號
109年秋季班 ( 含暑期班 ),臺中市,臺中市文山社區大學,鹿寮國中,臺中市沙鹿區光華路385號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,市立大里高中,臺中市大里區國中路365號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,內新國小,臺中市大里區新仁路二段42號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,立新國小,臺中市大里區立新街338號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,大里國小,臺中市大里區新興路50號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,立新國中,臺中市大里區甲堤路236號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,來來溫水游泳池,臺中市大里區成功路547號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,國立興大附中,臺中市大里區東榮路369號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,國立霧峰農工,臺中市霧峰區中正路1222號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,國立霧峰國中,臺中市霧峰區國中路110號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,青年高中,臺中市大里區中湖路100號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,長億高中,臺中巿太平區長億六街1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,興隆里活動中心,臺中市太平區興隆路76號(廣興宮旁)
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,新福里活動中心,臺中市太平區振福路312號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,東勢尾活動中心, 臺中市大里區東興路100號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,中平、平安里活動中心,臺中市太平區中平九街181號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,藏藝會館,臺中市霧峰區萊園路141巷90號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,長榮里活動中心,臺中市大里區德芳路一段122號
109年秋季班 ( 含暑期班 ),臺中市,臺中市大屯社區大學,市立圖書館大里德芳分館,臺中市大里區德芳路一段229號3樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,松竹分部（松竹國小）,台中市北屯區昌平路二段12號
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,東山分部（東山高中）,台中市北屯區景賢六路200號
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,文昌分部（文昌國小）,台中市北屯區昌平路一段91號
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,大德分部（大德國中）,台中市北屯區中清路70之1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,大德分部（陳平國小）,台中市北屯區陳平路58號
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,北屯分部,台中市北屯路10號5樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市北屯社區大學,仁美分部（仁美分部）,臺中市北屯區崇德路三段568號 
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,新社高中,臺中市新社區復盛村中和街三段國中巷10號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢復興宮,臺中市東勢區南平里南片巷100之1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢國小,臺中市東勢區第五橫街1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢國中,台中市東勢區東崎路五段415號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢國泰大樓,台中市東勢區中山路28號6樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東新國小,台中市東勢區東蘭路1之1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,新盛國小,台中市東勢區新盛街342號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,土牛國小,台中市石岡區豐勢路308號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,石岡國小,台中市石岡區石岡街123號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,九房里活動中心,台中市石岡區九房里明德路121號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,石岡國中,台中市石岡區豐勢路國中巷1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,金星里活動中心,台中市石岡區石岡街下坑巷153 號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢東安里活動中心,臺中市東勢區東安里文化街113號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,新盛國小,台中市東勢區新盛街342號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,博愛國小,和平區東關路一段松鶴3巷10號
109年秋季班 ( 含暑期班 ),臺中市,臺中市山線社區大學,東勢中寧活動中心,臺中市東勢區中寧里匠寮巷52號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,梧棲國中,臺中市梧棲區民生街12號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,弘光科技大學,臺中市沙鹿區臺灣大道六段1018號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,伊姿舞蹈教室,臺中市梧棲區中興路128巷11號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,梧棲游泳池,臺中市梧棲區中興路219號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,梧南國小,臺中市梧棲區文化路一段6號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,梧棲國小,臺中市梧棲區民生街 45 號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,臺中市梧棲區親子閱讀館,臺中市梧棲區民生街15之77 號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,臺中港教會,臺中市梧棲區港埠路二段306號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,港區國際標準舞蹈學會,臺中市清水區民有路46巷19號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,港區藝術中心,臺中市清水區忠貞路21號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,果貿陽明新城C8會議室,臺中市清水區建國路106號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,龍井農會,臺中市龍井區龍西里龍門路40號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,龍井圖書館,臺中市龍井區觀光路2號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,陳松石刻工作室,臺中市沙鹿區晉江里晉文路301巷東1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,桂蘭舞蹈教室,臺中市沙鹿區中棲路三條圳巷67號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,大肚農會,臺中市大肚區平和街28號2樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,大肚里活動中心,臺中市大肚區沙田路二段646號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,永和里活動中心,臺中市大肚區永和里永和街11-1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,高仕高爾夫球練習場,臺中市西屯區龍洋巷52-1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,清海國中,436台中市清水區中央路51-60號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,橋頭里活動中心,台中市清水區橋江南街68號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,龍津高中,434台中市龍井區三港路130號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,三陽玉府天宮,434台中市龍井區竹師路二段112巷50號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,山陽國小,432台中市大肚區榮華街630號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,龍崗里活動中心,臺中市龍井區龍崗里竹師路二段68號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,大庄里活動中心,臺中市梧棲區大庄里文華街168巷1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,大肚山復育基地,臺中市西屯區都會園路1215巷140號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,文武里活動中心 (茹蘭舞蹈教室),臺中市大甲區文武里德興路61號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,日光郡老人活動中心,臺中市大肚區大德六街30號2樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,禾藝生活美學,臺中市龍井區東海里藝術街34號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,禾藝生活美學,臺中市龍井區東海里藝術街34號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,弦外織音藝術工作室,436台中市清水區建國路80號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,羚緁舞蹈工作室,臺中市梧棲區博愛北路55號
109年秋季班 ( 含暑期班 ),臺中市,臺中市海線社區大學,陶無二教室,臺中市龍井區竹坑里茄投路一段1巷35號
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,五權社區大學,臺中市西區五權路2之3號4樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,公訓中心,台中市西區東興路三段246號
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,忠明國小,臺中市西區台灣大道二段566號
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,臺中市太平國小,臺中市北區太平路74號
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,臺中市健行國小,臺中市北區健行路666號
109年秋季班 ( 含暑期班 ),臺中市,臺中市五權社區大學,中區聯合活動中心,臺中市中區柳川里興中街88號1樓會議室
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,國立中興大學附屬臺中高級農業職業學校,401臺中市東區台中路283號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,十甲里等三里多功能活動中心,401臺中市東區十甲里東英七街41號 
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,東勢子段四里多功能活動中心,401臺中市東區東勢里福明街118號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,樹義里福田水資源回收中心,403臺中市南區福田二街23號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,臺中市立臺中工業高級中等學校,403臺中市南區高工路191號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,大智國小,401臺中市東區大智路359號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,泉源等四里多功能聯合活動中心,401臺中市東區樂業一路151號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,六順多功能活動中心,401臺中市東區六順路26號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,大智羽球館,401臺中市東區大振街33號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,永興里活動中心,402臺中市南區工學二街275巷3號
109年秋季班 ( 含暑期班 ),臺中市,臺中市後驛社區大學,南和里活動中心,402臺中市南區工學三街23號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,南屯國小,台中市南屯區黎明路1段968號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,南屯里活動中心,台中市南屯區萬和路1段50號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,南屯陶畫館,台中市南屯區萬和路2段31-25號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,旋樂樂坊,台中市南屯區向上南路1段169之2號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,嶺東科技大學,台中市南屯區嶺東路1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,黎明社區,台中市南屯區干城街127號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,田心里活動中心,台中市南屯區南屯路2段530號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,部落春工作坊,台中市南屯區黎明路1段965巷38號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,高仕高爾夫球場,台中市西屯區龍洋巷52-1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,黎明國小,台中市南屯區黎明路二段555號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,大同里活動中心,台中市南屯區大墩六街161號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,愛心家園,台中市南屯區東興路一段450號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,光德國中,台中市烏日區信義街99號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,烏日國中,台中市烏日區新興路457號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,旭光國小,台中市烏日區健行路501號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,大業國中,台中市南屯區大業路100號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,台中特殊教育學校,台中市南屯區公益路二段296號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,仁德社區活動中心,台中市烏日區仁德里信義街116號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,臺中看守所,台中市南屯區培德路11號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,永春國小,台中市南屯區永春東路288號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,善德堂,台中市南屯區水碓巷1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,世紀風華,台中市南屯區河南路4段690巷5號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,烏日福德祠,台中市烏日區五光路948號號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,樹木銀行,台中市南屯區溫泉路228號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,巧美DIY教室,臺中市南屯區文心南二路439巷5號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,童庭基金會,臺中市烏日區長春街373巷52號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,童庭基金會,臺中市烏日區長春街373巷52號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,南屯國民運動中心,臺中市南屯區黎明路一段998號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,惠智公園活動中心,臺中市南屯區大墩11街518號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,東興公園,臺中市南屯區東興路三段260號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,北鎮社區活動中心,臺中市南屯區新民巷14-3號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,文山室內溫水游泳池,臺中市南屯區文山南路301號
109年秋季班 ( 含暑期班 ),臺中市,臺中市南湖社區大學,三義里活動中心,臺中市南屯區河南路四段150-2號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市立順天國民中學,臺中市大甲區順天路67號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市立海墘國民小學,臺中市大安區大安港路1100號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市立馬鳴國民小學,臺中市外埔區東西巷13號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市大甲區文武里民眾活動中心,臺中市大甲區德興路61號2樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市私立致用高中,臺中市大甲區中山里甲東路512號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市大甲區順天里民眾活動中心,臺中市大甲區順天路146號3樓
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,大甲長青活動中心,臺中市大甲區水源路167號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,大甲區農會,臺中市大甲區文武路10號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,Apple Yoga,臺中市大甲區大安港路53巷3號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市立大甲國民小學,臺中市大甲區育德路233號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,舞木工坊,臺中市大甲區興安路29之1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,嘟嘟道場,臺中市大甲區經國路95巷13號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市大甲區五里聯合活動中心,臺中市大甲區文武里德興路63號
109年秋季班 ( 含暑期班 ),臺中市,臺中市甲安埔社區大學,臺中市大甲區太白社區活動中心,台中市大甲區通天路110之2號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市豐原區豐原國民中學,臺中市豐原區三豐路一段321號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市豐原區豐東國民中學,臺中市豐原區豐東路75號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市后里區內埔國民小學,臺中市后里區文化路30號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市后里區義德里義里里聯合活動中心,臺中市后里區大山路211號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市后里區墩北社區活動中心,臺中市后里區三光路139號
109年秋季班 ( 含暑期班 ),臺中市,臺中市后豐社區大學,臺中市豐原區星光浪琴大樓,臺中市豐原區信義街200號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,僑忠國小,427台中市潭子區中山路二段31號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,感恩協會,台中市潭子區興華一路445號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,潭秀國中, 427台中市潭子區雅潭路一段175號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,上楓國小,428台中市大雅區楓林街232號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,神岡國小,429台中市神岡區神圳路1號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,神岡圖書館, 429台中市神岡區中山路1460號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,大雅國小,台中市大雅區學府路230號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,文雅國小,台中市大雅區中山北路235號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,惠明盲校,台中市大雅區雅潭路四段336號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,六寶國小,台中市大雅區光復路15-2號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,神岡里聯合活動中心,臺中市神岡區神岡里中正南街80巷8號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,豐洲國小,台中市神岡區豐洲路482號
109年秋季班 ( 含暑期班 ),臺中市,臺中市潭雅神社區大學,東寶國小,台中市潭子區雅潭路三段2號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,武崙校本部,基隆市基金二路3巷1號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,三民里民活動中心,基隆市麥金路439巷2號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,中崙里民活動中心,基隆市基金二路3巷3號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,鶯歌里民活動中心,基隆市安樂路二段164號9樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,劉鳳珠黏土工作室,基市安樂路二段183號之五6樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,橘郡社區(休閒館會議室),基隆市麥金路177號4樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,八斗國小,基隆市北寧路396巷52號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,港通里民活動中心,基隆市義一路87號7樓之1
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,藝術學成工作坊,基隆市義二路49號3樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,李麗雲藝術工作室,基隆市中正路34號4樓407室
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,深美國小,基隆市深美街198號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,信義國小,基隆市仁二路135號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,仁愛國小,基隆市仁二路139號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,成功國小,基隆市獅球路6號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,陽明海洋文化藝術館,基隆市港西街4號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,荷塘樂坊,基隆市仁一路265巷16號2樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,樂筑古箏學苑,基隆市忠二路29號5樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,如意軒手藝行,基隆市愛三路87號6樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,旭石田社區工場,基隆市仁三路11-9號3樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,藝觀天廈,基隆市暖碇路181號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,碇祥里民活動中心,基隆市碇內街100號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,七堵國小,基隆市七堵區明德一路184號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,中興國小,基隆市信二路40號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,實踐里民活動中心,基隆市七堵區百一街52-1號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,百工業教育中心,基隆市愛三路9號3樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,和明里民活動中心,基隆市仁二路137巷2弄1之3號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,暖暖苗圃舊址,基隆市水源路42-1號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,五福里民活動中心,基隆市樂利三街34巷52號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,房文華工作室,基隆市深溪路55巷71號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,明日之星市民小劇場,基隆市義一路18號12樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,明德里民活動中心,基隆市自來街13巷5之2樓
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,朝棟里民活動中心,基隆市成功一路133巷5號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,基隆國民運動中心,200基隆市仁愛區獅球路8-1號
109年秋季班 ( 含暑期班 ),基隆市,基隆市基隆社區大學,七堵長老教會,206基隆市七堵區永富路78之1號
109年秋季班 ( 含暑期班 ),臺南市,臺南市台南社區大學,臺南市臺南社區大學台江分校-海尾朝皇宮,台南市安南區海中街101巷10號 
109年秋季班 ( 含暑期班 ),臺南市,臺南市台南社區大學,臺南市臺南社區大學後甲校區-後甲國中,臺南市東區林森路二段260號
109年秋季班 ( 含暑期班 ),臺南市,臺南市台南社區大學,臺南市臺南社區大學大成教室-大成國中,台南市南區西門路一段306號
109年秋季班 ( 含暑期班 ),臺南市,臺南市台南社區大學,臺南市臺南社區大學成功教室-成功國中,台南市北區和緯路一段2號
109年秋季班 ( 含暑期班 ),臺南市,臺南市台南社區大學,臺南市臺南社區大學鹽埕教室-新興國中,台南市南區新孝路87號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,信義國小,台南市佳里區信義一街336號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,安西社區關懷據點,台南市佳里區光華街150巷2-2號2樓
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,In Cafe時尚咖啡,台南市學甲區民權路97號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,佳里國中,722台南市佳里區安南路523號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,雅姿舞蹈中心,台南市佳里區佳南路446號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,緣內多SPA健康生活館,台南市佳里區佳東路211號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,Cora姐姐手作工坊,台南市學甲區東興街61號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,侯老師工作室,台南市佳里區新生路57號
109年秋季班 ( 含暑期班 ),臺南市,臺南市北門社區大學,西港國中,臺南市西港區文化路41號
